"","baseMean","LFC_2_Ctrl","lfcSE","stat","pvalue","FDR_2_Ctrl","Ensembl_ID","Gene_name"
"ENSG00000000003",14.7829987454473,-0.867036970485609,0.268031862524798,-3.23482798768147,0.00121716034441176,0.01227487182399,"ENSG00000000003","TSPAN6"
"ENSG00000000971",247.338425908002,-0.511263659953018,0.197499876348242,-2.5886783799881,0.00963450324481529,0.0552060480923117,"ENSG00000000971","CFH"
"ENSG00000001084",1160.08947776572,0.28183970646442,0.0583839045056817,4.82735282695922,1.3835986725745e-06,6.75294479025577e-05,"ENSG00000001084","GCLC"
"ENSG00000001561",932.152497821286,0.619692363966953,0.11440189743338,5.41680145058624,6.06746535318278e-08,5.25573688025698e-06,"ENSG00000001561","ENPP4"
"ENSG00000002586",5713.14674563865,0.3067766121708,0.0718292490633801,4.27091492909956,1.94672662608243e-05,0.000532511422753415,"ENSG00000002586","CD99"
"ENSG00000002587",44.8468809862873,-0.617651437364971,0.21081559762773,-2.92981849690105,0.00339160043546286,0.0260881905495803,"ENSG00000002587","HS3ST1"
"ENSG00000002726",2.8525577951453,1.62703145674575,0.613829534216744,2.65062426300792,0.00803431663561881,0.048462957623259,"ENSG00000002726","AOC1"
"ENSG00000002745",32.2384665748392,-0.757678591124632,0.241064452722581,-3.14305399476121,0.00167194995560798,0.0157066915712465,"ENSG00000002745","WNT16"
"ENSG00000002834",7179.94975268897,0.239418862411464,0.0673770622879937,3.55341794790788,0.000380259800410497,0.00517142571562507,"ENSG00000002834","LASP1"
"ENSG00000003249",94.2442112632325,-0.654955358870224,0.209960326626394,-3.11942436646929,0.0018120477499361,0.0165954680836172,"ENSG00000003249","DBNDD1"
"ENSG00000003400",1670.94123157463,-0.147163247035442,0.0550796170448563,-2.67182770925211,0.00754393707319481,0.0463345648986479,"ENSG00000003400","CASP10"
"ENSG00000003402",10113.0921021954,0.227632911080337,0.048288040759666,4.71406392761485,2.42824425680917e-06,0.000106367054802825,"ENSG00000003402","CFLAR"
"ENSG00000003436",7.87389519441798,-0.648467518385748,0.242780111880851,-2.67100757702919,0.00756239397315248,0.0464171197266908,"ENSG00000003436","TFPI"
"ENSG00000004399",2599.02467028334,0.34923742137598,0.114685980326587,3.04516228035432,0.0023255479247783,0.0199822549568752,"ENSG00000004399","PLXND1"
"ENSG00000004478",1238.08285446643,0.212077246108392,0.0723208235210254,2.93245065229016,0.0033629836279416,0.0259199098858986,"ENSG00000004478","FKBP4"
"ENSG00000004487",1567.94423437593,-0.093057148641121,0.0296555476340767,-3.13793391338998,0.0017014323357329,0.0159051048944767,"ENSG00000004487","KDM1A"
"ENSG00000004700",2417.14178711028,0.169562659239719,0.0621614315983014,2.72777918525854,0.00637622750775525,0.040844388732223,"ENSG00000004700","RECQL"
"ENSG00000004799",790.627212732064,0.782342927181339,0.241595810772232,3.23823051683171,0.00120273586504348,0.0122115156730655,"ENSG00000004799","PDK4"
"ENSG00000004838",46.982069638205,0.499173016755564,0.141011071710049,3.53995619423402,0.00040019345259246,0.00535913655525975,"ENSG00000004838","ZMYND10"
"ENSG00000004866",244.726383413192,0.18858579491175,0.0653396450984258,2.88623843346056,0.00389876669595712,0.0289025765471301,"ENSG00000004866","ST7"
"ENSG00000005187",202.081207440274,-0.265522856540263,0.0728518391236787,-3.64469668486326,0.000267707338806704,0.00397529893841924,"ENSG00000005187","ACSM3"
"ENSG00000005206",810.68510870187,-0.300303837194573,0.0996003340496449,-3.01508865467147,0.0025690415111034,0.0215284735560412,"ENSG00000005206","SPPL2B"
"ENSG00000005249",654.047453780734,-0.74257085234205,0.176213082925819,-4.21405062559772,2.50831023440329e-05,0.000648317282359884,"ENSG00000005249","PRKAR2B"
"ENSG00000005302",3305.18665922123,-0.246408232577794,0.0530439734908629,-4.64535773550672,3.39487655999409e-06,0.000139494607368988,"ENSG00000005302","MSL3"
"ENSG00000005379",1674.26224500296,0.436382158275082,0.140358233085956,3.10905992958631,0.00187683644938055,0.0170002660958963,"ENSG00000005379","TSPOAP1"
"ENSG00000005471",137.790798518011,-0.580050623770655,0.187214086556367,-3.09832787927531,0.00194615981736605,0.0174718269318156,"ENSG00000005471","ABCB4"
"ENSG00000005513",32.0241146084831,-0.766967693857211,0.222379306828613,-3.44891664964271,0.000562840407348714,0.00700449867624768,"ENSG00000005513","SOX8"
"ENSG00000005801",760.037897731482,-0.140831775803287,0.0582550174334401,-2.41750465467109,0.0156273341223338,0.0782587591594996,"ENSG00000005801","ZNF195"
"ENSG00000005844",22274.6689206311,0.394832349410184,0.074156676095256,5.32429944544726,1.01342843809338e-07,7.88997120021687e-06,"ENSG00000005844","ITGAL"
"ENSG00000005961",355.610580462263,-1.184027236936,0.282201944184363,-4.19567356404345,2.72061852861459e-05,0.000686581290095256,"ENSG00000005961","ITGA2B"
"ENSG00000006025",1144.03817618847,0.339824388541918,0.0752657771282107,4.51499209213037,6.33191285394803e-06,0.000219163252327428,"ENSG00000006025","OSBPL7"
"ENSG00000006125",5845.42892889459,0.235358623964561,0.0563043175288948,4.18011680620723,2.91359397640128e-05,0.000725910490791327,"ENSG00000006125","AP2B1"
"ENSG00000006453",20.8216472773745,-0.912802015738826,0.197581904006285,-4.61986648185044,3.83987066629278e-06,0.000154054452989564,"ENSG00000006453","BAIAP2L1"
"ENSG00000006530",823.485117601088,0.272174558035595,0.0576427937333975,4.72174473871658,2.33830037268148e-06,0.000103369002681988,"ENSG00000006530","AGK"
"ENSG00000006555",320.158497183741,0.36439775553484,0.0955640016746221,3.81312784259022,0.00013721908732291,0.0023800420376334,"ENSG00000006555","TTC22"
"ENSG00000006625",420.29312480021,-0.160902370946603,0.0647871011206458,-2.48355564863092,0.0130078008523314,0.0686443497229233,"ENSG00000006625","GGCT"
"ENSG00000006634",611.10378342537,-0.282211660252547,0.109718855315126,-2.57213456558584,0.0101073597410824,0.0572165227615585,"ENSG00000006634","DBF4"
"ENSG00000006638",28.5876540715961,-0.470731627665296,0.179338641990611,-2.62481985165217,0.0086694822907318,0.0510766373930063,"ENSG00000006638","TBXA2R"
"ENSG00000006652",1909.91642838071,-0.572717736554545,0.178745000742978,-3.20410492139062,0.00135483093284688,0.0133607173531516,"ENSG00000006652","IFRD1"
"ENSG00000006704",10.5747214755045,-0.935965126833383,0.237482723089705,-3.94119249879007,8.10775255948085e-05,0.0016123276289433,"ENSG00000006704","GTF2IRD1"
"ENSG00000006831",1985.3146333656,0.284802334308051,0.0528662113613139,5.38722800394321,7.15526410661513e-08,5.98242299000908e-06,"ENSG00000006831","ADIPOR2"
"ENSG00000007047",686.548803669882,0.325391181577828,0.0710939041370407,4.57692098257262,4.71869590972314e-06,0.000176195189017429,"ENSG00000007047","MARK4"
"ENSG00000007264",878.927884514839,0.701247171425544,0.132920207304592,5.27570025390201,1.3225010453564e-07,9.56078763240733e-06,"ENSG00000007264","MATK"
"ENSG00000007312",2616.68500116791,-0.420424940399018,0.145959201281341,-2.88042779563197,0.00397135905264205,0.0292602431349834,"ENSG00000007312","CD79B"
