"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Ensembl_ID"
"ENSG00000000419",821.038884378431,-0.0908921879252237,0.0346258327078578,-2.62498200959069,0.00866535456330581,0.153954347599174,"ENSG00000000419"
"ENSG00000000457",1022.15824450403,0.0127073560363331,0.0337540681337067,0.376468874388612,0.706568351011504,0.982425725903169,"ENSG00000000457"
"ENSG00000000460",267.721373310112,-0.0443380999226872,0.0462494287809913,-0.958673460220342,0.337723272483466,0.74488199656476,"ENSG00000000460"
"ENSG00000000938",16306.4022680038,0.0244442347536124,0.066887256735319,0.365454287508623,0.714772323731633,0.984962621776287,"ENSG00000000938"
"ENSG00000000971",238.089935260205,-0.12655521348677,0.126936567108493,-0.996995715022001,0.318766589847203,0.728557551275228,"ENSG00000000971"
"ENSG00000001036",1160.95309067589,-0.108828945812684,0.0669356901888487,-1.62587321510603,0.103976629149812,0.442810986009368,"ENSG00000001036"
"ENSG00000001084",1194.38371351234,-0.100527674171078,0.0392356131169285,-2.56215377268322,0.0104025249037448,0.165709546801602,"ENSG00000001084"
"ENSG00000001167",1902.27904585841,0.0809230839244903,0.0353212627197948,2.29105863418465,0.0219600226818127,0.217033310025982,"ENSG00000001167"
"ENSG00000001460",110.78794292969,0.110967674995464,0.0549165315748809,2.02066066106441,0.0433149047552353,0.289642610087694,"ENSG00000001460"
"ENSG00000001461",1346.39800443433,0.0166784187463479,0.0400446973510393,0.416495063007764,0.677047779261673,0.970037058661569,"ENSG00000001461"
"ENSG00000001497",1178.04826283488,0.0278448600112914,0.0265656403955656,1.04815316313396,0.294568045712995,0.703066482603163,"ENSG00000001497"
"ENSG00000001561",968.774794839221,-0.140725265961723,0.0797964874740408,-1.76355213639576,0.0778074121589514,0.383423408195798,"ENSG00000001561"
"ENSG00000001617",0.527498680903365,0.0512595882653551,0.578121228443627,0.0886658121919379,0.929347503406056,1,"ENSG00000001617"
"ENSG00000001626",0.0828685192006776,-0.0441360621710478,2.07624427982076,-0.0212576441991971,0.983040131229311,1,"ENSG00000001626"
"ENSG00000001629",1657.91393985069,-0.0604581404688935,0.0377919894362346,-1.59976072630161,0.109651674437276,0.453891403502347,"ENSG00000001629"
"ENSG00000001630",485.635432093491,0.0270750636017914,0.0747708489849438,0.362107211157163,0.717271915083914,0.98532383946848,"ENSG00000001630"
"ENSG00000001631",1104.33222432211,-0.014111297359361,0.0467286458090536,-0.301983871243001,0.762664358199477,0.99780777130679,"ENSG00000001631"
"ENSG00000002016",376.935495770154,-0.0427414405827175,0.0569829158206944,-0.750074648991465,0.453209746801109,0.843939012519308,"ENSG00000002016"
"ENSG00000002330",242.561691096813,0.131448756384488,0.0713414558378755,1.84252977235575,0.0653976957276769,0.35144030331161,"ENSG00000002330"
"ENSG00000002549",3174.68010297345,0.25169164786659,0.110421997607985,2.27936147976724,0.022645586158894,0.219769106009152,"ENSG00000002549"
"ENSG00000002586",6025.4911718643,-0.0366375482364701,0.0492271816658819,-0.744254434168891,0.456722562010325,0.84602357595507,"ENSG00000002586"
"ENSG00000002587",44.4930593668171,0.0839009072763918,0.145518364968452,0.57656576401598,0.564232832244128,0.91587701326541,"ENSG00000002587"
"ENSG00000002726",3.08483113500495,0.0643115311022688,0.347879977879604,0.184867009289411,0.853333347710791,1,"ENSG00000002726"
"ENSG00000002745",32.8069494790578,0.223695323933937,0.16986085697097,1.31693274085016,0.187861170649486,0.575122322055433,"ENSG00000002745"
"ENSG00000002746",0.340991779432815,0.530834391712406,0.620468201047114,0.855538431810944,0.392253137824757,0.798012292810871,"ENSG00000002746"
"ENSG00000002822",789.60798301535,0.156991706125172,0.0663924683931823,2.36460113510847,0.0180494984497884,0.200177932374191,"ENSG00000002822"
"ENSG00000002834",7418.602932657,0.0229538505931122,0.0446984618933993,0.513526632031646,0.607582986338829,0.936801765142916,"ENSG00000002834"
"ENSG00000002919",1200.09211246798,-0.0832747602257413,0.0498992768079749,-1.66885705671054,0.0951457119110246,0.422792841576026,"ENSG00000002919"
"ENSG00000002933",1024.18829098367,0.0720194562838703,0.253269102597117,0.284359424601562,0.776134950505248,1,"ENSG00000002933"
"ENSG00000003056",7294.02393801097,-0.0452643309690172,0.0390213111222667,-1.15999000718323,0.246052874629433,0.650278181354195,"ENSG00000003056"
"ENSG00000003096",12.5092456466657,-0.28830875638423,0.151300511654999,-1.90553722013605,0.0567102740088567,0.328775583537459,"ENSG00000003096"
"ENSG00000003137",0.425915977762634,-0.255885584158582,0.68983534060411,-0.370937191960179,0.710684312979133,0.9837656858499,"ENSG00000003137"
"ENSG00000003147",99.7543262885413,0.0022152208724862,0.0667252608646552,0.033199133937888,0.973515788760611,1,"ENSG00000003147"
"ENSG00000003249",93.0047133634495,0.149133768204651,0.140985471772342,1.05779529145717,0.290148779922115,0.69782324033629,"ENSG00000003249"
"ENSG00000003393",516.65717558262,0.00378768232911534,0.0415681657079188,0.0911197851675657,0.927397411749777,1,"ENSG00000003393"
"ENSG00000003400",1680.98749491209,-0.0153968000834658,0.0387435958946259,-0.397402453952434,0.691070706188909,0.977282498393122,"ENSG00000003400"
"ENSG00000003402",10323.0294957715,0.0537823852773173,0.0336659112278571,1.59753243906895,0.110147072711417,0.454702505618147,"ENSG00000003402"
"ENSG00000003436",7.70948756558705,-0.285999582108465,0.163723102223364,-1.74684927309942,0.0806634869648595,0.390634846979684,"ENSG00000003436"
"ENSG00000003509",585.093995435172,-0.0274903553154722,0.0409725891423357,-0.670945036447971,0.502255544537307,0.877279134044448,"ENSG00000003509"
"ENSG00000003756",6668.27054641976,0.0150125815830655,0.0429462438504985,0.349566812765424,0.726663820941206,0.988187626066308,"ENSG00000003756"
"ENSG00000003987",0.477051208920411,-1.43424321543382,0.855995335608615,-1.67552690507837,0.0938308967515792,0.41957594809407,"ENSG00000003987"
"ENSG00000003989",0.0599747315032416,-0.0497199615504017,3.25450025363903,-0.0152772953373739,0.987810956066509,1,"ENSG00000003989"
"ENSG00000004059",3490.63241944737,0.0127479829445275,0.0428900705695829,0.297224573782077,0.766295061979644,0.998913925247559,"ENSG00000004059"
"ENSG00000004139",1010.32592370613,0.0585166907043608,0.0354606342615125,1.6501873675698,0.0989046197299147,0.431967990577433,"ENSG00000004139"
"ENSG00000004142",1623.20024998868,0.00905069466722731,0.0379732716079733,0.238343821429569,0.811614435883141,1,"ENSG00000004142"
"ENSG00000004399",2685.69385661986,0.0018745512805547,0.0743838614631644,0.0252010482338699,0.97989460085315,1,"ENSG00000004399"
"ENSG00000004455",4159.33615392486,-0.0685226347632601,0.0324261105202062,-2.11319315403432,0.0345842390192141,0.264948520119157,"ENSG00000004455"
"ENSG00000004468",901.822562249214,0.081857886292305,0.0937440021417572,0.873206652394909,0.382550449527098,0.789860251324299,"ENSG00000004468"
"ENSG00000004478",1287.97219015195,-0.0117112245562103,0.0484948680117339,-0.241494101053675,0.809172187894164,1,"ENSG00000004478"
"ENSG00000004487",1592.99265423323,-0.00828282764693067,0.0199171951547385,-0.415863156562992,0.67751014095032,0.970369065575428,"ENSG00000004487"
"ENSG00000004534",6927.63588852047,-0.0231860712926337,0.0551934674741977,-0.420087237741911,0.674421725482556,0.96859497944125,"ENSG00000004534"
"ENSG00000004660",292.653917671901,0.0313606604286741,0.0670896111521849,0.467444361207225,0.640181990389538,0.95294905204218,"ENSG00000004660"
"ENSG00000004700",2480.28865986862,-0.0683539723330788,0.0398252880289906,-1.71634596298013,0.0860987405064951,0.404118519418817,"ENSG00000004700"
"ENSG00000004766",908.757286205001,-0.0551971194919734,0.0394643130382291,-1.398659073034,0.161915242687269,0.537919089831371,"ENSG00000004766"
"ENSG00000004776",0.254137952932938,-0.263982173021806,0.774862865556624,-0.340682441701699,0.733342658263825,0.989222889782292,"ENSG00000004776"
"ENSG00000004777",289.325887448415,0.147534215064318,0.0705810652588165,2.09028036801824,0.0365926217497044,0.272644274780487,"ENSG00000004777"
"ENSG00000004779",717.803583349755,-0.0949748136313385,0.0590148036233243,-1.60933880653975,0.107542277976803,0.449060520404526,"ENSG00000004779"
"ENSG00000004799",794.198760971112,-0.342980905928539,0.156754997068277,-2.18800620294834,0.0286691504864535,0.243111999241537,"ENSG00000004799"
"ENSG00000004809",44.794783812976,-0.197151769651669,0.156736329381485,-1.25785623811449,0.208443752697464,0.602449516700715,"ENSG00000004809"
"ENSG00000004838",50.233826291205,0.0705256102373055,0.0866092088224953,0.814296899788647,0.415474885327087,0.816091985305876,"ENSG00000004838"
"ENSG00000004846",0.257024685845395,0.310711085343276,1.06005986835352,0.293107110852023,0.769440281681675,0.998994951906276,"ENSG00000004846"
"ENSG00000004848",0.179008293574645,0.0493626744390684,0.927878147493281,0.0531995225584574,0.957572936021535,1,"ENSG00000004848"
"ENSG00000004864",454.237442799097,-0.057767308701422,0.0401053783615256,-1.44038807415516,0.149757635830597,0.519876466166382,"ENSG00000004864"
"ENSG00000004866",251.659349680076,-0.0760770188255212,0.0430842930693691,-1.76577154702367,0.0774341838464887,0.38271699503646,"ENSG00000004866"
"ENSG00000004897",1761.03564077021,-0.0501610112199474,0.0353918506653452,-1.41730399165206,0.156394068636718,0.529885975505016,"ENSG00000004897"
"ENSG00000004939",19.9892903476524,0.146232502209927,0.323525361223792,0.451997029403743,0.651271122470991,0.958081451906498,"ENSG00000004939"
"ENSG00000004948",0.435196998965922,-0.476217632096828,0.629116633611008,-0.756962392431799,0.449072393717549,0.840548308375924,"ENSG00000004948"
"ENSG00000004961",482.958962661557,-0.02806551562813,0.052183925330174,-0.537819174210375,0.59070189314205,0.929423963503307,"ENSG00000004961"
"ENSG00000004975",950.384602376971,0.0722502289477201,0.0359637793900395,2.00897208728097,0.0445400940001656,0.293016254118717,"ENSG00000004975"
"ENSG00000005001",5.84476910133254,0.146507116952897,0.225409320883813,0.649960331624504,0.515717845519747,0.886513835283454,"ENSG00000005001"
"ENSG00000005007",2003.99119618847,0.120210257687189,0.0443325390362124,2.71155815345918,0.00669677930487879,0.140334467368321,"ENSG00000005007"
"ENSG00000005020",2494.21546377211,-0.0884346108528211,0.0712595274301796,-1.24102157342356,0.214597779414784,0.609407867919655,"ENSG00000005020"
"ENSG00000005022",7080.83975821238,0.00591110144041139,0.0449798975767533,0.131416516240944,0.895445823900102,1,"ENSG00000005022"
"ENSG00000005059",3040.04353049141,-0.0668937456117488,0.0453081690380091,-1.47641688093005,0.139832013713943,0.50517706895075,"ENSG00000005059"
"ENSG00000005073",0.219076338406362,0.357340175255405,1.14064048714144,0.313280283563259,0.754067728186409,0.995500877039693,"ENSG00000005073"
"ENSG00000005075",1001.63675209665,0.060492387645696,0.0486675649966416,1.2429713228897,0.213878401156296,0.608103787690903,"ENSG00000005075"
"ENSG00000005100",710.238673726376,-0.045371386555085,0.0272259331747296,-1.66647682060711,0.0956184812071774,0.423925392867311,"ENSG00000005100"
"ENSG00000005102",54.2152329281751,-0.100299171618973,0.112147626968266,-0.894349477830277,0.371134934924649,0.779431529001682,"ENSG00000005102"
"ENSG00000005108",0.199347306982177,0.347130081149121,0.986922472577475,0.351729837747586,0.725040881379752,0.987484463394137,"ENSG00000005108"
"ENSG00000005156",752.450714353563,0.0184859288378588,0.0289397078987925,0.638773857099992,0.522970057614632,0.890467106599677,"ENSG00000005156"
"ENSG00000005175",1130.97067392354,-0.0884720838391552,0.0414775903333205,-2.13300924977028,0.0329239674228819,0.258923926233707,"ENSG00000005175"
"ENSG00000005187",201.762580841985,-0.0216313468876152,0.0496169614561592,-0.435966779358876,0.662860832642449,0.963261315045718,"ENSG00000005187"
"ENSG00000005189",28.5695838997946,-0.0121587323410599,0.0836804426541985,-0.145299570071644,0.884474354156531,1,"ENSG00000005189"
"ENSG00000005194",1048.18303348203,-0.0195096104088833,0.0284414202082971,-0.685957672507219,0.492739800353492,0.871417949145183,"ENSG00000005194"
"ENSG00000005206",818.366234665938,0.166240316778304,0.0704478832103745,2.35976312136832,0.0182866075661331,0.201622307845252,"ENSG00000005206"
"ENSG00000005238",1297.85918094025,0.046167480979738,0.0634355628864443,0.72778547046839,0.466744920087397,0.854635989544658,"ENSG00000005238"
"ENSG00000005243",72.6846195908875,-0.0411414423842215,0.0870259863381204,-0.472748935293596,0.636392309611223,0.950720476056538,"ENSG00000005243"
"ENSG00000005249",619.893761352247,-0.236400296175749,0.111660159164294,-2.11714095649743,0.0342478866151195,0.264218446250971,"ENSG00000005249"
"ENSG00000005302",3320.16156562702,-0.0354085815705431,0.0390596531883462,-0.9065257543328,0.364657639581501,0.772240970893595,"ENSG00000005302"
"ENSG00000005339",4742.88801508726,0.132810294052419,0.037125341920108,3.57734871070603,0.000347096992474192,0.0708920333075688,"ENSG00000005339"
"ENSG00000005379",1728.10387810051,0.103013748397877,0.0908213949871745,1.13424538802145,0.256691630041621,0.662164865108337,"ENSG00000005379"
"ENSG00000005381",114.434904486079,-0.0354950508168539,0.11678465106094,-0.303935923894075,0.761176708318172,0.99780777130679,"ENSG00000005381"
"ENSG00000005421",0.110169167628036,0.0460074665103318,1.39553198599842,0.0329676904377194,0.973700352924178,1,"ENSG00000005421"
"ENSG00000005436",628.126949370764,-0.125270499260483,0.0493645173956901,-2.53766279646481,0.0111595451716397,0.1684756917862,"ENSG00000005436"
"ENSG00000005448",444.304125030068,0.080993863899993,0.0452304702688408,1.79069250040033,0.0733426538612647,0.373766814263427,"ENSG00000005448"
"ENSG00000005469",337.721870484629,-0.0444716833827892,0.05726391385339,-0.776609218445109,0.437389361119939,0.833683065133656,"ENSG00000005469"
"ENSG00000005471",135.781761139549,0.129846834869589,0.125273865975886,1.03650377401607,0.299967179659122,0.709521803605503,"ENSG00000005471"
"ENSG00000005483",6591.60960608431,0.102328382273728,0.0396108718166501,2.58334082489735,0.00978486070780715,0.160439684107669,"ENSG00000005483"
"ENSG00000005486",955.126510875588,0.131691065712951,0.0508696523171049,2.58879429511393,0.00963126092525506,0.158727153099187,"ENSG00000005486"
"ENSG00000005513",31.0879941406531,-0.0679370767216555,0.146023386307511,-0.465247919799549,0.64175392584994,0.95410842680436,"ENSG00000005513"
"ENSG00000005700",1762.88338572626,-0.103255397513976,0.0368388635172398,-2.80289313120789,0.00506464485558676,0.127751719217001,"ENSG00000005700"
"ENSG00000005801",769.040628949307,-0.00382388028539812,0.0383457137085209,-0.0997211921641299,0.920565675490177,1,"ENSG00000005801"
"ENSG00000005810",6891.59480073101,0.0826710959059583,0.0418119970499535,1.97720993348368,0.0480179052423989,0.303064375651318,"ENSG00000005810"
"ENSG00000005812",1920.24391538357,-0.0563633870642121,0.0610529150884791,-0.923189121805717,0.355908656795327,0.763070771810364,"ENSG00000005812"
"ENSG00000005844",23162.4469536281,0.143263960830105,0.0500885861674432,2.86021171272795,0.00423358274119213,0.120707343945416,"ENSG00000005844"
"ENSG00000005882",606.060887736065,0.0498506403581514,0.047552561087006,1.04832713987667,0.29448790960271,0.703034742886089,"ENSG00000005882"
"ENSG00000005884",170.559969843004,0.0587360777589923,0.068514380465257,0.857281016921358,0.391289597064882,0.797477160768642,"ENSG00000005884"
"ENSG00000005889",1865.20923133941,0.195949558266849,0.0586649032272339,3.34014968895207,0.000837332444920755,0.0794826877235753,"ENSG00000005889"
"ENSG00000005893",3822.11713545726,-0.176962439645852,0.0690180804150815,-2.56400118029338,0.0103473192700568,0.165407716933271,"ENSG00000005893"
"ENSG00000005961",324.790440185309,-0.00969302084032089,0.178166584531834,-0.0544042580475521,0.956613086449814,1,"ENSG00000005961"
"ENSG00000006007",1984.00830111963,-0.0774442175609703,0.0513969945726965,-1.50678494345486,0.131865790132772,0.492203801813899,"ENSG00000006007"
"ENSG00000006015",606.408523762341,0.0752022979013748,0.0520021605562725,1.44613795074912,0.148138513112787,0.518399760062153,"ENSG00000006015"
"ENSG00000006016",0.391670050659047,0.47909661388778,0.657802738832445,0.728328700391463,0.466412397515519,0.854462580249458,"ENSG00000006016"
"ENSG00000006025",1192.72541343407,0.10077417798893,0.0500220957418111,2.01459328111871,0.0439472820562675,0.291187077989826,"ENSG00000006025"
"ENSG00000006042",2.24765234715661,-0.0252885076427821,0.344204291027763,-0.0734694723510648,0.941432535939427,1,"ENSG00000006042"
"ENSG00000006047",3.6383312413726,-0.117092989689265,0.296323495861645,-0.3951525657754,0.692730296967462,0.978030488961258,"ENSG00000006047"
"ENSG00000006062",2161.40272640043,0.16104917076679,0.0429948586980834,3.74577741719543,0.000179835991010307,0.0605573932540739,"ENSG00000006062"
"ENSG00000006071",0.182994541375614,0.249547506398578,0.956617673104182,0.260864411577101,0.794197070263259,1,"ENSG00000006071"
"ENSG00000006118",1.45533568422876,-0.148324022324183,0.338839975183934,-0.437740624445708,0.661574316990858,0.962898772527492,"ENSG00000006118"
"ENSG00000006125",5991.69443376156,0.0108062194271878,0.03767620317138,0.28681816418796,0.774251554012963,1,"ENSG00000006125"
"ENSG00000006194",1380.96769756383,0.0186413786815173,0.0255095381846222,0.730761119491957,0.464925075911773,0.853011409554855,"ENSG00000006194"
"ENSG00000006210",0.0854525609813282,0.618144501785361,1.56856524094151,0.394082748776409,0.693519947073204,0.978114893123035,"ENSG00000006210"
"ENSG00000006282",848.048456422911,0.0908811048668301,0.117306796313835,0.774730090008532,0.438499166819194,0.83466404020769,"ENSG00000006282"
"ENSG00000006283",0.211944819912813,0.500226222480637,1.14159478565511,0.438181944036804,0.661254396369459,0.962752352164462,"ENSG00000006283"
"ENSG00000006327",30.6751836458966,0.0140017052370805,0.137539723218164,0.101801173577114,0.918914494111912,1,"ENSG00000006327"
"ENSG00000006432",295.60183564924,0.160355779451754,0.0688347933606125,2.32957450183195,0.0198286511115083,0.207426819210741,"ENSG00000006432"
"ENSG00000006451",994.198781023245,-0.176663055009834,0.0512057395394303,-3.45006353972872,0.000560454623869545,0.0758383976218262,"ENSG00000006451"
"ENSG00000006453",19.8255321741992,0.131907622219249,0.138523317722339,0.952241286074657,0.340974627077438,0.747787119336738,"ENSG00000006453"
"ENSG00000006459",3331.97221183206,0.0313075788168892,0.0510523639890006,0.613244448849314,0.5397147185263,0.900008454535897,"ENSG00000006459"
"ENSG00000006468",6.52512400764509,0.0476164839610564,0.202706888386465,0.234903136938665,0.814283914764296,1,"ENSG00000006468"
"ENSG00000006530",852.163663142145,0.00946823240022665,0.0372364744038348,0.254273062952801,0.799284608693834,1,"ENSG00000006530"
"ENSG00000006534",1251.37678133557,0.00490557521086379,0.0929777016671957,0.0527607708396881,0.957922518276219,1,"ENSG00000006534"
"ENSG00000006555",336.492006782948,0.0281751049979139,0.0624244477090038,0.451347285109421,0.651739270083099,0.958089606655594,"ENSG00000006555"
"ENSG00000006576",1527.35445222574,-0.0106455045777455,0.0631774474449478,-0.168501656972164,0.866188640233808,1,"ENSG00000006576"
"ENSG00000006606",0.197334289593069,0.727430302592696,1.1203455593234,0.649291012526533,0.516150293829238,0.886749998471677,"ENSG00000006606"
"ENSG00000006607",525.660452671085,0.191342354008503,0.0512469143726532,3.73373414479386,0.000188661638309268,0.0605573932540739,"ENSG00000006607"
"ENSG00000006625",431.560813869176,-0.145205658465722,0.0470713267292109,-3.0848006324753,0.00203688639406506,0.0957117987177835,"ENSG00000006625"
"ENSG00000006634",609.717208842232,0.0365722785882844,0.067366651135313,0.542884023058013,0.587209656997119,0.926715101848069,"ENSG00000006634"
"ENSG00000006638",29.6721413206381,0.0561493828270031,0.131369840754666,0.427414561092925,0.669077403502142,0.967068651931297,"ENSG00000006638"
"ENSG00000006652",1824.85824706289,0.135593069359283,0.111256471955117,1.21874320636361,0.222941673481439,0.621320049919003,"ENSG00000006652"
"ENSG00000006659",1.83673079861766,0.403888488071393,0.336131837348308,1.20157760495883,0.229527222521868,0.62904692290158,"ENSG00000006659"
"ENSG00000006695",623.41914006205,0.0493359465675619,0.0308906520921828,1.59711573651263,0.11023991100592,0.454907497815201,"ENSG00000006695"
"ENSG00000006704",10.2036956088996,-0.0179850442358166,0.161276935543965,-0.111516530092511,0.911206758237848,1,"ENSG00000006704"
"ENSG00000006712",1144.37220715972,0.117701147286235,0.0419818203275797,2.80362181458129,0.00505321393658668,0.127751719217001,"ENSG00000006712"
"ENSG00000006715",1322.45592847552,-0.0796861183614029,0.0440332359752766,-1.80968117823873,0.070345242970111,0.364495782355228,"ENSG00000006715"
"ENSG00000006740",4.74743975826098,-0.140279633688477,0.21918969290236,-0.639991925856502,0.522177848598018,0.89019897900782,"ENSG00000006740"
"ENSG00000006744",1442.98920043746,0.0310523623245066,0.0294083971163545,1.05590121765725,0.2910133477718,0.698921037612104,"ENSG00000006744"
"ENSG00000006747",15.3310937735745,-0.104465404601262,0.153057994161484,-0.682521714553806,0.494909116924307,0.872988492265759,"ENSG00000006747"
"ENSG00000006756",644.664578096549,0.0518992949423774,0.0677905676712546,0.765582834385739,0.443924561468162,0.838165589625356,"ENSG00000006756"
"ENSG00000006757",179.381558226192,0.0250723409644534,0.0518577356261492,0.483483142133393,0.628752726662742,0.947834151483983,"ENSG00000006757"
"ENSG00000006831",2039.54701551894,-0.00924530071024599,0.0375639803732407,-0.246121433841234,0.805588231512361,1,"ENSG00000006831"
"ENSG00000006837",11.4606994519743,-0.0887700042970462,0.146356241109901,-0.60653378102535,0.544160357347154,0.903304949950842,"ENSG00000006837"
"ENSG00000007001",0.0566106174017827,0.0129003416646964,2.35824112699165,0.00547032341902759,0.995635335169728,1,"ENSG00000007001"
"ENSG00000007038",56.1055343702133,-0.0873744288473974,0.169215826333825,-0.516349036259925,0.605610653544236,0.936120004494615,"ENSG00000007038"
"ENSG00000007047",711.431602950091,0.104839001981342,0.0513334917831494,2.04231191644275,0.0411206008064105,0.284183337439047,"ENSG00000007047"
"ENSG00000007062",8.51472099440096,-0.147855795059275,0.173617180257071,-0.851619608384081,0.394425252862099,0.799969864073554,"ENSG00000007062"
"ENSG00000007080",304.831484984856,0.165765978663309,0.0831407750760657,1.99379881305713,0.0461740453526691,0.2981489348118,"ENSG00000007080"
"ENSG00000007129",370.198203713412,0.0385849650873754,0.0669646454201855,0.576199050189318,0.564480647141029,0.915996557690978,"ENSG00000007129"
"ENSG00000007168",3556.61858118283,-0.0413774232613907,0.0260962543149298,-1.58556943697926,0.112837013878852,0.459050911036436,"ENSG00000007168"
"ENSG00000007171",3.59075949330269,-0.104954320907638,0.276053641398697,-0.38019538657726,0.703800383564487,0.981299620164775,"ENSG00000007171"
"ENSG00000007202",6585.07068291617,0.0444716428934689,0.0351376397466256,1.26564115330882,0.205641585355438,0.598472993998169,"ENSG00000007202"
"ENSG00000007237",4384.85653576687,-0.00939399903623995,0.0869823504558429,-0.107998909974373,0.913996556867822,1,"ENSG00000007237"
"ENSG00000007255",449.107756085129,0.111964069976251,0.0673286808220003,1.66294762661777,0.0963229196603404,0.425613371328414,"ENSG00000007255"
"ENSG00000007264",947.127982610277,0.145664294804591,0.090916890817144,1.60216977830398,0.10911807110212,0.45249691736158,"ENSG00000007264"
"ENSG00000007312",2692.21565134538,0.148623886811981,0.105270477738567,1.41182874823727,0.158000391489164,0.5317316006651,"ENSG00000007312"
"ENSG00000007314",16.8218449169248,0.503719710762551,0.180656972236514,2.78826609638452,0.00529909981725406,0.129926763234934,"ENSG00000007314"
"ENSG00000007341",271.232747701615,-0.0119723109121402,0.0429998387895929,-0.278426879010481,0.780684688457248,1,"ENSG00000007341"
"ENSG00000007350",231.362243929284,-0.214617060574186,0.172413387889635,-1.24478187686658,0.213211939661136,0.607397723748717,"ENSG00000007350"
