"","baseMean","LFC_1_Ctrl","lfcSE","stat","pvalue","FDR_1_Ctrl","Ensembl_ID","Gene_name"
"ENSG00000000971",247.338425908002,-0.703062257126609,0.193351045664244,-3.63619578426011,0.000276694064249741,0.00688486336133733,"ENSG00000000971","CFH"
"ENSG00000001084",1160.08947776572,0.203588380288203,0.0571689967800011,3.56116762152842,0.000369209276487394,0.00846827127779839,"ENSG00000001084","GCLC"
"ENSG00000001630",493.173741690502,-0.309260108379047,0.115104958421933,-2.68676617079703,0.00721474396691032,0.0607707080524247,"ENSG00000001630","CYP51A1"
"ENSG00000002586",5713.14674563865,0.237462449435291,0.0703136271871181,3.37718958521877,0.000732305571988704,0.0133734436366028,"ENSG00000002586","CD99"
"ENSG00000002726",2.8525577951453,1.54050025018978,0.603853085832421,2.55111762501996,0.0107378079235679,0.0791363965827085,"ENSG00000002726","AOC1"
"ENSG00000002834",7179.94975268897,0.17351383389322,0.0659547656266301,2.63080055314702,0.00851840110208317,0.0678783760981034,"ENSG00000002834","LASP1"
"ENSG00000003436",7.87389519441798,-0.620459329796242,0.237318589740901,-2.6144573439175,0.00893693191594147,0.0699459506485773,"ENSG00000003436","TFPI"
"ENSG00000004142",1577.31889154722,0.136867561462102,0.0539571457743782,2.5365975071108,0.0111935565775407,0.0815040109754288,"ENSG00000004142","POLDIP2"
"ENSG00000004399",2599.02467028334,0.322339345984146,0.112264289062838,2.87125450733245,0.00408846207365106,0.0419089156057089,"ENSG00000004399","PLXND1"
"ENSG00000004478",1238.08285446643,0.213626496313155,0.0707961133346184,3.01748904355029,0.0025487825459963,0.0309230841384914,"ENSG00000004478","FKBP4"
"ENSG00000004766",905.151995162174,-0.148503068803465,0.0550857429445022,-2.69585306225385,0.00702086296951713,0.059664167036583,"ENSG00000004766","VPS50"
"ENSG00000004838",46.982069638205,0.423976706362381,0.138304866679932,3.06552268578919,0.00217289892758673,0.0277640175265733,"ENSG00000004838","ZMYND10"
"ENSG00000005187",202.081207440274,-0.226384713303174,0.0712714044595504,-3.17637508366567,0.00149127998669238,0.021529515123194,"ENSG00000005187","ACSM3"
"ENSG00000005249",654.047453780734,-0.82247957146191,0.172485759203183,-4.76839117189409,1.8570294318296e-06,0.000215692345079264,"ENSG00000005249","PRKAR2B"
"ENSG00000005302",3305.18665922123,-0.214448712361296,0.0519182953695915,-4.13050372387416,3.61969231380703e-05,0.00174016707986273,"ENSG00000005302","MSL3"
"ENSG00000005844",22274.6689206311,0.2523337829968,0.0725900861219081,3.47614662659347,0.000508674094391008,0.0104842474117246,"ENSG00000005844","ITGAL"
"ENSG00000005882",585.019603460138,0.199546489782062,0.0668358123509355,2.98562226990376,0.00283001975840672,0.0332130160835618,"ENSG00000005882","PDK2"
"ENSG00000005961",355.610580462263,-1.18854859218937,0.27621986733946,-4.302907693199,1.68571093271168e-05,0.00102908638844589,"ENSG00000005961","ITGA2B"
"ENSG00000006025",1144.03817618847,0.271897014018838,0.0736897919260463,3.68975141484602,0.000224473289997767,0.00610554648749231,"ENSG00000006025","OSBPL7"
"ENSG00000006062",2104.9441934503,0.15873001049542,0.062504133088347,2.53951223147214,0.0111007163669738,0.08101205910319,"ENSG00000006062","MAP3K14"
"ENSG00000006125",5845.42892889459,0.171468378457136,0.0551171146379422,3.11098248853357,0.00186465996739473,0.0250170243644455,"ENSG00000006125","AP2B1"
"ENSG00000006453",20.8216472773745,-0.607040783191968,0.192408978699284,-3.15495039418462,0.0016052539625237,0.0226811415865766,"ENSG00000006453","BAIAP2L1"
"ENSG00000006530",823.485117601088,0.188609705719326,0.0564528606875295,3.34101236717292,0.000834735047581533,0.014564872852334,"ENSG00000006530","AGK"
"ENSG00000006634",611.10378342537,-0.342221353193189,0.107401878559536,-3.18636282514822,0.00144073791387127,0.0211008302237202,"ENSG00000006634","DBF4"
"ENSG00000006652",1909.91642838071,-0.626105969097379,0.174964940242222,-3.57846530985347,0.000345617731172531,0.00808543670370775,"ENSG00000006652","IFRD1"
"ENSG00000006831",1985.3146333656,0.186957132741014,0.0517628367776542,3.61180229638655,0.000304076353066459,0.00736446885323426,"ENSG00000006831","ADIPOR2"
"ENSG00000007047",686.548803669882,0.282062301650998,0.069612791233759,4.05187461459254,5.08088934555448e-05,0.00219562926101152,"ENSG00000007047","MARK4"
"ENSG00000007171",3.70724347449335,-1.03239565627278,0.39298505651521,-2.62706084915172,0.00861259312710249,0.0682406946164734,"ENSG00000007171","NOS2"
"ENSG00000007264",878.927884514839,0.468871188160152,0.130141299876191,3.6027855001157,0.000314825313821047,0.00750197123268741,"ENSG00000007264","MATK"
"ENSG00000007341",271.20341138793,-0.233237143520437,0.0636202609566228,-3.66608278578834,0.000246294222378879,0.00639168407064216,"ENSG00000007341","ST7L"
"ENSG00000007402",669.935218059839,0.486489874899659,0.15147496252784,3.21168506518194,0.00131958947412367,0.0198557946693256,"ENSG00000007402","CACNA2D2"
"ENSG00000007968",305.987705330944,0.400232873292464,0.117537291607137,3.40515650667043,0.0006612614442062,0.0123697058094214,"ENSG00000007968","E2F2"
"ENSG00000008056",13.5573134346502,-0.679886713765752,0.270826307267453,-2.51041606934563,0.0120588984498457,0.0860774377099228,"ENSG00000008056","SYN1"
"ENSG00000008311",78.8642539913901,-0.471665296887152,0.160764048545039,-2.93389785313233,0.0033473434951043,0.0368246083586131,"ENSG00000008311","AASS"
"ENSG00000008324",757.322483825115,-0.195366764304043,0.0613752139308102,-3.18315410719847,0.00145680055372276,0.0212068695292117,"ENSG00000008324","SS18L2"
"ENSG00000008441",159.331370741746,0.325926408307982,0.109319966453116,2.98139872232547,0.00286934937319909,0.0334431214957312,"ENSG00000008441","NFIX"
"ENSG00000008513",5977.16333930952,0.155258009134088,0.0481065828836362,3.22737554462427,0.00124931374975932,0.0192194427262974,"ENSG00000008513","ST3GAL1"
"ENSG00000008517",10945.0907204216,0.468673063262942,0.103104801954789,4.54559879246412,5.47792954291895e-06,0.000474507140136628,"ENSG00000008517","IL32"
"ENSG00000008988",40682.9327722865,-0.218372166328723,0.0775300167653194,-2.81661446030288,0.0048532746115549,0.0467109463364368,"ENSG00000008988","RPS20"
"ENSG00000009780",537.069549458983,-0.164067434407778,0.0616754109979345,-2.66017577756025,0.00780998801607245,0.0641891124617498,"ENSG00000009780","FAM76A"
"ENSG00000009790",10722.2617183754,-0.173004478326034,0.0682145091641656,-2.53618299751568,0.0112068154513961,0.0815696673468387,"ENSG00000009790","TRAF3IP3"
"ENSG00000009954",3083.42321720734,0.129529548179938,0.0410127550926061,3.15827473398123,0.00158705912845923,0.0225233557492774,"ENSG00000009954","BAZ1B"
"ENSG00000010244",7657.32122678275,-0.115564804376249,0.0437171783233668,-2.64346439565336,0.00820623957868382,0.0663130153062485,"ENSG00000010244","ZNF207"
"ENSG00000010292",1985.55438672984,0.214471931833824,0.0585281313648174,3.66442472760626,0.000247895128745468,0.00640728941636471,"ENSG00000010292","NCAPD2"
"ENSG00000010318",161.40159318463,-0.176152548979798,0.0663441476208662,-2.65513320008946,0.00792770979248584,0.0647845954739025,"ENSG00000010318","PHF7"
"ENSG00000010404",10039.8058582533,0.209959425581637,0.0611508151326504,3.43346895910031,0.000595910432140254,0.011586812548086,"ENSG00000010404","IDS"
"ENSG00000010810",8748.99249479572,0.28641358829884,0.0589187953413937,4.86115825415763,1.16700909790127e-06,0.000159160176969089,"ENSG00000010810","FYN"
"ENSG00000011007",1642.3589480599,0.18065608732487,0.0482748085401583,3.74224347621365,0.000182384675300403,0.00528998085373568,"ENSG00000011007","ELOA"
"ENSG00000011009",1175.73910692709,0.209379316380748,0.0715462168557756,2.92649039435333,0.0034281009197717,0.0374346284424815,"ENSG00000011009","LYPLA2"
"ENSG00000011028",45.8953687136152,-0.659826593226942,0.178211336423923,-3.7024950627011,0.000213489516563849,0.00590705525686736,"ENSG00000011028","MRC2"
"ENSG00000011105",45.9750810361444,-1.00093263551805,0.192716457408365,-5.19380985401303,2.06033576922025e-07,5.01522238507664e-05,"ENSG00000011105","TSPAN9"
"ENSG00000011295",1127.93001239192,-0.168916315512948,0.0489554676033651,-3.45040755981538,0.000559740824910457,0.011165784297747,"ENSG00000011295","TTC19"
"ENSG00000011422",3739.26757580589,-1.16805765245206,0.233215945712389,-5.00848108341851,5.48612663281469e-07,9.25422939903741e-05,"ENSG00000011422","PLAUR"
"ENSG00000011523",1055.35358007678,-0.222057367986815,0.0787984939992268,-2.81804076089314,0.0048317675532601,0.0465738797239057,"ENSG00000011523","CEP68"
"ENSG00000012232",1411.9071228135,0.249217086360869,0.0784124135782675,3.17828612828137,0.00148148470869717,0.0214608962949278,"ENSG00000012232","EXTL3"
"ENSG00000012963",988.531962536983,0.176956272996488,0.0560578874333721,3.15667038303594,0.00159581625375739,0.0225643724704077,"ENSG00000012963","UBR7"
"ENSG00000013441",11140.0671891822,-0.516650501003744,0.153012164665247,-3.37653220012963,0.000734057792890114,0.0133927242478908,"ENSG00000013441","CLK1"
"ENSG00000013523",983.397538373261,0.145941354913588,0.0517453133972863,2.82037822040212,0.00479670761594147,0.0463754084738836,"ENSG00000013523","ANGEL1"
"ENSG00000014164",464.819237733705,0.269297302824549,0.101027028006256,2.66559660458261,0.00768518478548794,0.0634702662479045,"ENSG00000014164","ZC3H3"
"ENSG00000014216",3145.52928945143,0.195387187206519,0.0763934815078265,2.55764213582152,0.0105384480868549,0.0780640819376807,"ENSG00000014216","CAPN1"
"ENSG00000015285",4729.27603342646,0.258868809172466,0.0846306654732325,3.05880625805007,0.00222220811749682,0.0281323647791071,"ENSG00000015285","WAS"
"ENSG00000015479",9676.00202721802,-0.180793778571326,0.05474079945699,-3.30272448273935,0.000957504146221644,0.0161657635924866,"ENSG00000015479","MATR3"
"ENSG00000017427",9.75952557590592,1.34250216087257,0.444511422840081,3.02017471743476,0.00252628907518362,0.0307471765289753,"ENSG00000017427","IGF1"
"ENSG00000017797",1868.17165152382,0.194233860176148,0.0550059673401684,3.53114161187213,0.00041377015912945,0.00908310520554718,"ENSG00000017797","RALBP1"
"ENSG00000018408",30.1968556816065,0.595170719399228,0.173492550111575,3.43052608896731,0.000602412040941762,0.0116660458683888,"ENSG00000018408","WWTR1"
"ENSG00000019102",10.2466085094231,-0.875460186618907,0.276288535345615,-3.16864464000932,0.00153151523120899,0.0219456318153122,"ENSG00000019102","VSIG2"
"ENSG00000019485",390.665460786788,0.24262756572033,0.0658292850786288,3.68570865429463,0.000228067139331675,0.0061487752580745,"ENSG00000019485","PRDM11"
"ENSG00000020129",448.081026013456,0.235153362744155,0.0669957579383978,3.50997391447346,0.000448150656628606,0.00961823340063403,"ENSG00000020129","NCDN"
"ENSG00000020256",271.065454962929,0.16897320682736,0.0555822446802293,3.04005726647927,0.00236533169102566,0.0293075569706337,"ENSG00000020256","ZFP64"
"ENSG00000020426",290.127332674332,-0.205291655816402,0.0766863939125807,-2.67702841850181,0.00742783344531187,0.0620491907703507,"ENSG00000020426","MNAT1"
"ENSG00000020633",9459.59070887041,0.408391156968113,0.0858296411667344,4.75815990159814,1.95365714903804e-06,0.000222300751337287,"ENSG00000020633","RUNX3"
"ENSG00000021762",884.83144780679,0.343075157641354,0.122050832921651,2.81092024879164,0.00494000289419813,0.0472618187340448,"ENSG00000021762","OSBPL5"
"ENSG00000022267",506.391609519013,-0.354951850056787,0.108795597697134,-3.26255710313669,0.00110411926169851,0.0177174768682774,"ENSG00000022267","FHL1"
"ENSG00000023041",1690.061059739,-0.109198082435603,0.0414428426389968,-2.63490811638605,0.00841600618338943,0.0673771019594416,"ENSG00000023041","ZDHHC6"
"ENSG00000023608",229.098419600469,-0.231006329499775,0.0822469604618271,-2.80869138753147,0.00497433056627666,0.0474957183661868,"ENSG00000023608","SNAPC1"
"ENSG00000023734",2074.00764591856,-0.134846764510781,0.0443023261200378,-3.04378519866906,0.00233621883046773,0.0290968187240249,"ENSG00000023734","STRAP"
"ENSG00000023839",115.947751936067,-0.320236545358416,0.108535612067882,-2.95052047210208,0.00317239020023954,0.0356546251026337,"ENSG00000023839","ABCC2"
"ENSG00000024526",11.9152332684711,1.1051124825429,0.316397946114961,3.4927928455685,0.000477997161852571,0.0100677824999178,"ENSG00000024526","DEPDC1"
"ENSG00000025156",578.512157019013,-0.393254379569324,0.102971142330977,-3.81907368090857,0.000133953750480207,0.00433166468422103,"ENSG00000025156","HSF2"
"ENSG00000026025",56359.698175861,-0.30972313059035,0.11433002552607,-2.7090270396181,0.00674808399123986,0.0579828664662835,"ENSG00000026025","VIM"
"ENSG00000026103",1510.41901315101,0.204774123878583,0.0826225690170302,2.47842842839194,0.0131962583442131,0.0909874678950226,"ENSG00000026103","FAS"
"ENSG00000026751",4748.83070798933,0.510869073672285,0.123845733479918,4.12504378889341,3.70664227751729e-05,0.00176645823249622,"ENSG00000026751","SLAMF7"
"ENSG00000027075",6187.25623945119,0.264368041108689,0.0764264736941708,3.45911604094922,0.00054195136173168,0.0109494979726914,"ENSG00000027075","PRKCH"
"ENSG00000027869",759.38274096197,0.615905916800886,0.121523103674324,5.06822075949841,4.01551528525356e-07,7.47218420266879e-05,"ENSG00000027869","SH2D2A"
"ENSG00000029363",10118.7729609427,-0.247568532141582,0.0978018098037838,-2.53132874164874,0.0113631292729128,0.082395541447252,"ENSG00000029363","BCLAF1"
"ENSG00000032742",336.22536225228,-0.203036256744038,0.0710189345819716,-2.8589031634893,0.00425108533591113,0.0430935007957675,"ENSG00000032742","IFT88"
"ENSG00000033100",1806.96256464546,0.168808674561334,0.0606750044045128,2.78217820036579,0.0053995383267512,0.0501814099168847,"ENSG00000033100","CHPF2"
"ENSG00000033122",13.6155181677763,-0.958677033942145,0.367994718754164,-2.60513802259912,0.00918372562142026,0.0711535228444446,"ENSG00000033122","LRRC7"
"ENSG00000034533",472.441769889328,-0.216909114628536,0.0739238625615435,-2.93422322795908,0.00334383624991146,0.0368070813313094,"ENSG00000034533","ASTE1"
"ENSG00000035141",1085.35151303385,-0.154673546287869,0.0374774331961266,-4.12711152010952,3.67348273490298e-05,0.00175724062169613,"ENSG00000035141","FAM136A"
"ENSG00000035499",34.2446439800191,0.59572683049031,0.20103705345953,2.96326881158868,0.00304390619481021,0.0348154754135721,"ENSG00000035499","DEPDC1B"
"ENSG00000035664",165.140422742516,0.658380751538842,0.149578521958009,4.40157278545424,1.07469003861682e-05,0.000776928174533891,"ENSG00000035664","DAPK2"
"ENSG00000035720",393.951992559279,-0.498665869804041,0.163127429743449,-3.05690999109282,0.00223631417360819,0.0282737156860523,"ENSG00000035720","STAP1"
"ENSG00000035928",1492.41017650544,-0.151306277884151,0.044883286520096,-3.37110513991452,0.000748672787786364,0.0134929500554187,"ENSG00000035928","RFC1"
"ENSG00000036257",2020.71626447832,-0.179550654982564,0.0467944874944683,-3.83700441219255,0.000124544235310476,0.0041132460814798,"ENSG00000036257","CUL3"
"ENSG00000036530",10.0252306136836,-0.506384597836334,0.207622321681728,-2.43896992257215,0.0147291941379921,0.0978026936832588,"ENSG00000036530","CYP46A1"
"ENSG00000036672",13.7943033782353,-1.13053300731496,0.445560011083874,-2.53733050361682,0.0111701443946792,0.0813643472385159,"ENSG00000036672","USP2"
"ENSG00000037042",223.769028747994,-0.265979952336447,0.104232801404009,-2.55178742923259,0.010717188382927,0.0790578843803391,"ENSG00000037042","TUBG2"
"ENSG00000037897",118.023817130772,-0.289659101551618,0.0738512286905467,-3.92219745950816,8.77450352502626e-05,0.00324487889973567,"ENSG00000037897","METTL1"
"ENSG00000040531",358.221076823864,0.191250461260633,0.0652086905570119,2.93289835491211,0.00335813813946743,0.0369011408125478,"ENSG00000040531","CTNS"
"ENSG00000040633",769.27847283,0.233395703603726,0.0887305232141704,2.63038800121098,0.00852874666441096,0.0678783760981034,"ENSG00000040633","PHF23"
"ENSG00000040933",4322.77199409885,0.126312840462101,0.0432556342731825,2.92014768907023,0.00349865537620425,0.0378824002727521,"ENSG00000040933","INPP4A"
"ENSG00000042445",857.72651096484,0.162037768351253,0.0536286270534022,3.02147896103884,0.00251543120298766,0.0306538289185378,"ENSG00000042445","RETSAT"
"ENSG00000043143",4240.50873313437,0.221092678406081,0.0595285230944748,3.71406288805781,0.000203958073687212,0.00569247279681436,"ENSG00000043143","JADE2"
"ENSG00000046651",2587.6940349664,-0.280959727147408,0.0991268650096242,-2.83434492879534,0.00459197382380801,0.0450849982834737,"ENSG00000046651","OFD1"
