"","log2FoldChange","pvalue"
"F2R",1.33116667159102,2.74008005475742e-20
"KIAA1671",1.46164983438749,2.62138690189663e-20
"C1orf21",1.16764532566752,6.27290253370085e-19
"PDGFD",1.24604376065729,5.80324914040816e-19
"KLRD1",1.12462633672185,6.87112352718395e-18
"PRR5L",0.917249624375826,2.69037043337184e-17
"LAG3",1.27814868916324,3.54763606985804e-17
"FCRL6",1.27149425336704,5.07053853585721e-17
"VANGL1",0.844291714183336,7.28945134701395e-17
"HDGFL3",1.14905081700238,2.02158399497999e-16
"CD8A",1.25893458166252,3.94399535462363e-16
"GFI1",1.01525272551148,5.46314925292459e-16
"CST7",1.08136896387307,8.59979267780249e-16
"KLRK1",0.848482955363844,9.27512298681814e-16
"STYK1",1.37904096221442,2.06500742540582e-15
"CCL5",1.06927920980097,2.05973436998258e-15
"VCAM1",2.66153554058209,4.3735370743508e-15
"ATP2B4",0.644057712496551,6.3647021111457e-15
"ATP1A3",1.01457815278004,6.24325936072108e-15
"TIGIT",0.949038935081069,7.61804987725784e-15
"NKG7",1.09621998480661,9.04295258326005e-15
"TOX",0.899895112730321,1.15237700181029e-14
"E2F3",0.450467667916924,2.1347923332973e-14
"B4GALT5",0.681511528990647,3.01948330148266e-14
"MAJIN",-2.87195978638275,3.0396922699489e-14
"CD8B",1.15236090142116,3.91471024999769e-14
"TGFBR3",0.964537051367614,4.29401431868873e-14
"SYT11",0.668907236458039,7.32565522449348e-14
"C4orf50",1.5021697735075,7.82362677794616e-14
"ZBTB38",0.707137299443906,9.33202334303359e-14
"JAKMIP1",1.04891084671744,1.58992902474008e-13
"PPP2R2B",0.906922866328204,1.85686027443441e-13
"PTMS",0.905543668215808,1.86829035064844e-13
"MBP",0.483830313057537,3.0111725172084e-13
"ESAM",-1.15009458373502,5.10752474976042e-13
"FUT11",0.603892342008636,5.03066869737675e-13
"NCALD",0.679185423911652,5.295850926839e-13
"ADGRG1",1.12592905132886,5.44336480778957e-13
"TSHZ1",0.516211797852429,5.93679218016699e-13
"MSC-AS1",1.32968928279612,6.79719814701192e-13
"KLRC4",1.35954300515121,7.95468949374738e-13
"GLB1L2",1.39933948014531,1.71959157382881e-12
"FRMPD3",1.11083226836192,2.61226945562206e-12
"STOM",0.6564701043944,3.29690697962635e-12
"PYHIN1",0.713127546457308,4.77906966700911e-12
"RUNX3",0.603581839208906,5.82195651836953e-12
"ADAM23",-1.66701819517989,6.39832865078271e-12
"GZMH",1.33862522136252,7.73478740880246e-12
"GAB3",0.552277149536084,7.71667525069246e-12
"USP28",0.570311285764444,8.12994792361444e-12
"EVC",1.22115640311051,8.54615367990192e-12
"SH2D2A",0.83885899917881,1.38715688201618e-11
"TPST2",0.443594170266789,1.6890229514035e-11
"ST8SIA6",1.08474729463507,1.78560688290249e-11
"APMAP",0.575747089763984,2.0205177782614e-11
"XPNPEP2",0.978735677181452,2.12908585382629e-11
"CDCA7",1.094645695248,2.19008943692941e-11
"B3GAT1",1.22546139664857,2.98582526936351e-11
"GALNT11",0.321293179310778,3.15368905275245e-11
"C12orf75",0.695877539883135,3.52029649563347e-11
"ENPP5",0.950266000532393,3.58377888004147e-11
"TBX21",0.810929981702335,4.23549741480168e-11
"CTSW",0.864027960410787,4.41963473014155e-11
"SLC4A4",0.953482231669565,4.62133032398193e-11
"GNG2",0.545958980299977,4.89202313473464e-11
"DLG3",0.570771662760092,7.42707689606051e-11
"NUAK1",1.71063758714656,7.64034181571482e-11
"ARHGAP10",0.60894608476228,8.93452863223959e-11
"VPS26B",0.356456502199906,9.42414606013012e-11
"TRG-AS1",0.738204683024426,9.36542897497991e-11
"CRIM1",0.747342597060867,1.0111779482421e-10
"PRSS23",1.13172915245288,1.05873524805174e-10
"SEPTIN11",0.480936060353521,1.26183082372978e-10
"SAMD3",0.624453801641568,1.69193220827183e-10
"LPCAT1",0.50936404735612,2.03572722524073e-10
"ZCWPW1",-0.522503065093066,2.12579506607064e-10
"FYN",0.381835284734486,2.23841300886212e-10
"PPP2R5C",0.367440686147592,2.317803846383e-10
"SBK1",0.705714928753733,2.47953305760772e-10
"PIF1",0.979143940029704,2.59640666291633e-10
"DTHD1",0.987301585216428,2.8221025296198e-10
"DAPK2",0.958755824499084,3.33449734653529e-10
"USB1",0.397499826646843,3.29938663303346e-10
"SYNE1",0.580085269020224,3.35075727517755e-10
"BPGM",0.499318036866222,3.51170451128493e-10
"FAM216A",-0.49584131821509,3.96851579836973e-10
"RAB27A",0.547076670549668,4.26057283253694e-10
"BFSP1",1.11312839782897,4.27729859984628e-10
"ADGRG5",0.693830610662103,4.2052811527799e-10
"KIF21A",0.64277213284847,4.91531081418204e-10
"KLRG1",0.900661428582996,5.15386702223369e-10
"AJM1",0.972805250371309,5.37927937449384e-10
"S1PR5",0.977199009862251,5.47848726311591e-10
"ITPRIPL1",0.786249220883307,6.3560772433239e-10
"RAP2A",0.691508298768773,7.06449006044451e-10
"OBSCN-AS1",-1.02441857245097,7.02825856437411e-10
"TMEM272",-1.18831417528665,8.35682241158073e-10
"APOBEC3G",0.584072627947177,8.53910411260016e-10
"TOGARAM2",0.818165602372658,8.70744058342286e-10
"GZMA",0.762233949361938,9.04720245453793e-10
"CCL20",-2.79152803933322,1.01448715479566e-09
"PTPN22",0.499791501529831,1.04361576236965e-09
"GSE1",0.341875992653288,1.16668998458991e-09
"MPIG6B",-1.32369781632959,1.15564365802092e-09
"IL10RA",0.349121456604592,1.2275579624185e-09
"LOC100505501",0.802703682617552,1.46763139960823e-09
"TUBA8",-0.937723994726131,1.63846846332217e-09
"BICRAL",0.31678137548983,1.71975480988281e-09
"H2AC6",-1.12649552788857,1.78881307617476e-09
"PRF1",0.869957905325325,1.80532754732089e-09
"SLAMF7",0.759511352950815,1.93254578103538e-09
"CXCL2",-2.11905984010806,2.01193797917894e-09
"SATB2",1.03967717512282,2.03314387328753e-09
"ZSCAN18",-0.890148526343596,2.16344551297732e-09
"LMF1",-1.34246614647457,2.49119201289859e-09
"RGS3",0.582428658309386,2.54753658373895e-09
"SYNE2",0.562863570385564,2.64280884698318e-09
"SLCO4C1",0.789835873388937,2.93979489499078e-09
"RTP5",1.46030858434776,3.05257557784019e-09
"GOLPH3",0.371821772273398,3.24398032342107e-09
"WIPF1",0.300839566714229,3.63832334183554e-09
"ZNF683",1.49513070079813,3.72553149410413e-09
"MMP9",-1.92650612862842,3.75866594885576e-09
"CA2",-0.982459566918397,4.05488540116245e-09
"YPEL1",0.53705416937419,4.13950968842112e-09
"RAB29",0.357423988871606,4.22540987341385e-09
"ECE1-AS1",-0.813655435502378,4.23341720035465e-09
"BMP6",-1.38664299597059,4.4271470558991e-09
"NTNG2",0.760442330675993,4.60383265738739e-09
"CTDSPL",-1.0991779439887,4.65333022660356e-09
"NCR1",0.841219651895895,4.68209252123159e-09
"PDE4A",0.628640463756261,4.75937447463475e-09
"CYP2E1",-0.952946909446223,4.89457405848149e-09
"RTL6",0.479637589137246,4.94299377863695e-09
"HGD",-1.05553924178892,5.32499887669085e-09
"SSBP3",0.412127032200589,5.30407486798057e-09
"KIR3DX1",1.32131450612516,5.46555588627102e-09
