"","X","Bifidobacterium","Coriobacteriaceae.UCG.002","Coriobacteriaceae.UCG.003","Libanicoccus","Olsenella","Collinsella","Enorma","Adlercreutzia","Eggerthella","Enterorhabdus","Senegalimassilia","Slackia","Bacteroides","Barnesiella","Coprobacter","Dysgonomonas","Butyricimonas","Odoribacter","CAG.873","Alloprevotella","Paraprevotella","Prevotella.1","Prevotella.2","Prevotella.7","Prevotella.9","Prevotellaceae.NK3B31.group","Prevotellaceae.UCG.001","Prevotellaceae.UCG.003","Prevotellaceae.UCG.004","Alistipes","Rikenellaceae.RC9.gut.group","dgA.11.gut.group","Parabacteroides","Clostridium.sp..K4410.MGS.306","Elusimicrobium","Campylobacter","Staphylococcus","Enterococcus","Lactobacillus","Lactococcus","Streptococcus","Christensenellaceae.R.7.group","Clostridium.sensu.stricto.1","Defluviitaleaceae.UCG.011","Ezakiella","Family.XIII.AD3011.group","Family.XIII.UCG.001","Mogibacterium",".Eubacterium..nodatum.group","Agathobacter","Anaerostipes","Blautia","Butyrivibrio","CAG.56","Coprococcus.1","Coprococcus.2","Coprococcus.3","Dorea","Eisenbergiella","Epulopiscium","Fusicatenibacter","GCA.900066575","Howardella","Hungatella","Lachnoclostridium","Lachnospira","Lachnospiraceae.FCS020.group","Lachnospiraceae.ND3007.group","Lachnospiraceae.NK3A20.group","Lachnospiraceae.NK4A136.group","Lachnospiraceae.UCG.001","Lachnospiraceae.UCG.003","Lachnospiraceae.UCG.004","Lachnospiraceae.UCG.007","Lachnospiraceae.UCG.008","Lachnospiraceae.UCG.010","Marvinbryantia","Moryella","Oribacterium","Roseburia","Sellimonas","Shuttleworthia","Tyzzerella","Tyzzerella.3","Tyzzerella.4","UC5.1.2E3",".Bacteroides..pectinophilus.group",".Eubacterium..eligens.group",".Eubacterium..hallii.group",".Eubacterium..ruminantium.group",".Eubacterium..ventriosum.group",".Eubacterium..xylanophilum.group",".Ruminococcus..gauvreauii.group",".Ruminococcus..gnavus.group",".Ruminococcus..torques.group","Peptococcus","Intestinibacter","Romboutsia","Terrisporobacter","Anaerofilum","Anaerotruncus","Butyricicoccus","CAG.352","Candidatus.Soleaferrea","Caproiciproducens","DTU089","Faecalibacterium","Flavonifractor","Fournierella","GCA.900066225","Hydrogenoanaerobacterium","Intestinimonas","Negativibacillus","Oscillibacter","Oscillospira","Phocea","Pseudoflavonifractor","Ruminiclostridium","Ruminiclostridium.5","Ruminiclostridium.6","Ruminiclostridium.9","Ruminococcaceae.NK4A214.group","Ruminococcaceae.UCG.002","Ruminococcaceae.UCG.003","Ruminococcaceae.UCG.004","Ruminococcaceae.UCG.005","Ruminococcaceae.UCG.007","Ruminococcaceae.UCG.008","Ruminococcaceae.UCG.009","Ruminococcaceae.UCG.010","Ruminococcaceae.UCG.013","Ruminococcaceae.UCG.014","Ruminococcus.1","Ruminococcus.2","Subdoligranulum","UBA1819",".Eubacterium..coprostanoligenes.group","Asteroleplasma","Catenibacterium","Erysipelatoclostridium","Erysipelotrichaceae.UCG.003","Erysipelotrichaceae.UCG.004","Erysipelotrichaceae.UCG.006","Faecalitalea","Holdemanella","Solobacterium","Turicibacter",".Clostridium..innocuum.group","Acidaminococcus","Phascolarctobacterium","Succiniclasticum","Allisonella","Anaeroglobus","Anaerovibrio","Dialister","Megamonas","Megasphaera","Mitsuokella","Selenomonas.3","Veillonella","Fusobacterium","Victivallis","Z20","Azospirillum.sp..47_25","Bilophila","Desulfovibrio","Anaerobiospirillum","Succinivibrio","Shewanella","Oxalobacter","Parasutterella","Sutterella","Citrobacter","Escherichia.Shigella","Hafnia.Obesumbacterium","Klebsiella","Halomonas","Haemophilus","Pseudomonas","Sphaerochaeta","Treponema.2","Cloacibacillus","Synergistes","Anaeroplasma","Akkermansia"
"1",1006,0,0,0,0,0.00112830431979368,0.0265957446808511,0,0,0,0,0.00161186331399097,0,0.0257898130238556,0,0,0,0.000967117988394584,0.00161186331399097,0,0,0.00161186331399097,0,0.0127337201805287,0,0.0830109606705351,0,0,0,0,0.00209542230818827,0,0,0.0161186331399097,0,0,0,0,0,0,0,0.00112830431979368,0.0473887814313346,0,0.000483558994197292,0,0.00145067698259188,0,0,0,0.000322372662798195,0,0.00822050290135396,0.183107672469375,0.000161186331399097,0.000483558994197292,0,0.00741457124435848,0.00354609929078014,0.000322372662798195,0,0.00580270793036751,0.000161186331399097,0.000805931656995487,0,0.00322372662798195,0.00128949065119278,0.000805931656995487,0.00145067698259188,0,0.0125725338491296,0,0,0.00161186331399097,0,0.000644745325596389,0.000483558994197292,0.000644745325596389,0.000483558994197292,0.00451321727917473,0.0251450676982592,0,0.000161186331399097,0,0,0,0,0,0.000967117988394584,0.000322372662798195,0,0,0,0.000644745325596389,0,0.00370728562217924,0,0,0,0,0,0.000483558994197292,0.000644745325596389,0,0,0,0.000322372662798195,0.0402965828497743,0.00193423597678917,0.00290135396518375,0,0,0.00322372662798195,0.000805931656995487,0.00290135396518375,0.000161186331399097,0,0,0,0.000483558994197292,0.0573823339780787,0.00112830431979368,0.00999355254674404,0.117504835589942,0.000322372662798195,0,0.0172469374597034,0,0,0,0.000644745325596389,0.000805931656995487,0.0275628626692456,0.00290135396518375,0.00193423597678917,0.0515796260477112,0.000483558994197292,0.0278852353320438,0,0.00467440361057382,0,0,0.0409413281753707,0,0,0.000644745325596389,0,0,0,0,0.0391682785299807,0,0.000161186331399097,0,0,0,0,0,0.0162798194713088,0,0,0,0.000483558994197292,0,0.000483558994197292,0.00161186331399097,0,0,0,0,0,0.000161186331399097,0.00306254029658285,0,0,0,0,0,0,0,0,0,0,0,0,0.0280464216634429
"2",1008,0.0222764227642276,0,0,0.00048780487804878,0,0.00471544715447155,0,0,0,0,0,0,0.219674796747967,0.0504065040650407,0,0,0,0.00357723577235772,0,0,0,0,0,0,0,0,0,0,0,0.0255284552845528,0,0,0.011219512195122,0.00796747967479675,0,0,0,0,0,0,0.00130081300813008,0.00032520325203252,0.0209756097560976,0,0,0,0.00113821138211382,0,0,0.14650406504065,0.00796747967479675,0.0224390243902439,0,0,0,0,0.00227642276422764,0.00016260162601626,0.00146341463414634,0,0.00926829268292683,0,0,0,0.00666666666666667,0.0221138211382114,0,0,0,0.00650406504065041,0.00016260162601626,0,0.00796747967479675,0,0,0,0,0,0,0.0383739837398374,0.000650406504065041,0,0.00016260162601626,0.00016260162601626,0,0,0,0.00926829268292683,0.00227642276422764,0,0,0,0.00308943089430894,0.0032520325203252,0.0276422764227642,0,0.000813008130081301,0.00195121951219512,0,0,0,0.00113821138211382,0,0,0,0.0016260162601626,0.158373983739837,0.00113821138211382,0,0,0,0.00504065040650407,0.00227642276422764,0.0040650406504065,0.00341463414634146,0,0,0,0.00764227642276423,0,0.0040650406504065,0,0,0,0,0.000650406504065041,0,0,0,0,0.00585365853658537,0.00357723577235772,0.00829268292682927,0.0180487804878049,0,0.00016260162601626,0.00569105691056911,0,0,0.00016260162601626,0.00373983739837398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177235772357724,0,0,0,0,0.00178861788617886,0,0,0,0.0100813008130081,0,0,0,0,0,0,0,0.0385365853658537,0,0,0,0,0,0.00227642276422764,0,0,0,0,0,0,0.00390243902439024
"3",1011,0.00196568977841315,0,0.00321658327376698,0.000536097212294496,0.000357398141529664,0.00464617583988563,0,0,0,0.00142959256611866,0.00089349535382416,0.000536097212294496,0.0632594710507505,0.00464617583988563,0,0,0.000536097212294496,0.000357398141529664,0.116333095067906,0.000357398141529664,0.00089349535382416,0,0.00428877769835597,0,0.0130450321658327,0.000714796283059328,0,0,0.00214438884917798,0.00643316654753395,0.0203716940671908,0,0.00321658327376698,0,0.000178699070764832,0,0,0,0,0,0,0.129020729092209,0.000714796283059328,0,0,0.00518227305218013,0.000178699070764832,0,0,0.00107219442458899,0.021265189421015,0.0103645461043603,0.00982844889206576,0.000357398141529664,0.000178699070764832,0,0.000357398141529664,0,0.00339528234453181,0,0.00125089349535382,0,0.000357398141529664,0.000178699070764832,0.000178699070764832,0,0,0,0.00786275911365261,0.00411007862759114,0.000178699070764832,0,0,0,0,0,0,0,0.000536097212294496,0.00160829163688349,0,0,0,0,0,0,0,0,0,0,0,0.000536097212294496,0,0.00250178699070765,0.00142959256611866,0,0,0.000536097212294496,0,0,0,0,0.000714796283059328,0.00679056468906362,0,0.000178699070764832,0.00839885632594711,0.000714796283059328,0.000178699070764832,0,0.0039313795568263,0.00160829163688349,0,0.00107219442458899,0.00571837026447462,0,0,0,0.000536097212294496,0.0132237312365976,0.0050035739814153,0.0716583273766976,0.0922087205146533,0,0,0.024481772694782,0,0,0.00321658327376698,0.0196568977841315,0,0.0139385275196569,0.00321658327376698,0.00464617583988563,0.00357398141529664,0.00089349535382416,0.0695139385275197,0,0.00268048606147248,0,0,0.0107219442458899,0,0,0.000178699070764832,0.000714796283059328,0.000178699070764832,0,0.00089349535382416,0.0491422444603288,0,0.000178699070764832,0,0.00160829163688349,0.00107219442458899,0,0.00178699070764832,0,0,0,0,0.000714796283059328,0.0094710507505361,0,0.000536097212294496,0.0103645461043603,0,0.0251965689778413,0,0,0,0.00768406004288778,0,0.00732666190135811,0,0,0,0,0,0,0,0.00089349535382416,0,0,0.0600428877769836
"4",1028,0.00640709709216363,0,0.000492853622474125,0.000164284540824708,0.000492853622474125,0.0466568095942172,0,0,0,0,0.00114999178577296,0.00180712994907179,0.000328569081649417,0,0,0,0.000164284540824708,0,0,0.0888779365861672,0,0.000492853622474125,0.128141941843273,0.00821422704123542,0.101856415311319,0.00229998357154592,0,0.00410711352061771,0,0.000164284540824708,0.003942828979793,0,0.00344997535731888,0,0,0,0,0,0.000164284540824708,0,0.0164284540824708,0.00246426811237063,0,0.000328569081649417,0,0.000164284540824708,0.000821422704123542,0,0,0.00344997535731888,0.000492853622474125,0.0193855758173156,0,0.000328569081649417,0.00147856086742238,0,0.00722851979628717,0.0139641859701002,0,0,0.000657138163298834,0.000492853622474125,0.00098570724494825,0,0.00476425168391654,0.000492853622474125,0.000328569081649417,0.00755708887793659,0.00180712994907179,0.0133070478068014,0,0,0.00164284540824708,0,0,0.00854279612288484,0.000492853622474125,0.000164284540824708,0.00542138984721538,0.00509282076556596,0,0,0,0,0,0,0,0.00131427632659767,0.000821422704123542,0.000328569081649417,0,0,0.000821422704123542,0,0.00443568260226713,0,0,0,0,0,0,0.00131427632659767,0,0,0,0,0.147034664038114,0,0.00262855265319533,0.000164284540824708,0,0,0,0.000821422704123542,0,0,0,0,0.000328569081649417,0,0.00147856086742238,0.00492853622474125,0.0133070478068014,0.00180712994907179,0,0.00262855265319533,0,0,0,0,0,0,0.000492853622474125,0,0.0152784622966979,0,0.00147856086742238,0,0.00722851979628717,0,0,0.000328569081649417,0.000164284540824708,0,0.00657138163298834,0.00262855265319533,0,0,0.00131427632659767,0.0285855101034993,0,0.00344997535731888,0,0.047313947757516,0.0389354361754559,0,0.0218498439296862,0.0211927057663874,0,0.00459996714309184,0,0,0,0,0,0.00689995071463775,0,0.000821422704123542,0,0,0,0.00722851979628717,0,0.0818137013307048,0,0,0,0,0,0,0,0,0,0,0
"5",1029,0,0,0,0.000328947368421053,0,0.00164473684210526,0,0,0,0,0.000493421052631579,0,0.0108552631578947,0,0,0,0,0.000164473684210526,0,0.000657894736842105,0.00115131578947368,0,0,0,0.0376644736842105,0,0,0,0,0.000657894736842105,0,0,0.00361842105263158,0,0.000164473684210526,0,0,0,0,0,0.000493421052631579,0.00164473684210526,0,0,0,0.000164473684210526,0,0,0,0.000822368421052632,0.000164473684210526,0.00592105263157895,0,0,0,0,0.00164473684210526,0.00575657894736842,0,0,0.000328947368421053,0,0.000328947368421053,0,0.00641447368421053,0,0,0,0,0.00148026315789474,0,0,0.000328947368421053,0,0,0.000822368421052632,0.000822368421052632,0,0,0.0919407894736842,0,0,0,0,0,0,0,0,0,0,0,0,0.000657894736842105,0,0,0,0,0,0,0.000493421052631579,0,0.000164473684210526,0,0,0,0.000164473684210526,0.000986842105263158,0.00131578947368421,0.000657894736842105,0.00115131578947368,0,0.00131578947368421,0,0.00476973684210526,0,0.000164473684210526,0,0,0.00115131578947368,0.00756578947368421,0.00230263157894737,0.000493421052631579,0.0358552631578947,0,0.000986842105263158,0.0376644736842105,0,0,0,0,0.00115131578947368,0,0,0,0.00213815789473684,0.000493421052631579,0.0745065789473684,0,0,0,0,0,0,0,0.000164473684210526,0,0,0,0.0501644736842105,0.0101973684210526,0,0.000164473684210526,0,0,0.0175986842105263,0,0.0342105263157895,0.00657894736842105,0,0,0.009375,0,0,0,0.000657894736842105,0.00394736842105263,0,0.510361842105263,0,0,0,0.00394736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",1046,0.00165425971877585,0,0.0043010752688172,0.000165425971877585,0.00347394540942928,0.00959470636889992,0,0,0,0.00231596360628619,0.000661703887510339,0.00198511166253102,0.0054590570719603,0,0,0,0,0,0,0.0125723738626964,0.000496277915632754,0,0.0104218362282878,0,0.0363937138130687,0.00115798180314309,0,0,0,0.00132340777502068,0.0102564102564103,0,0.00148883374689826,0,0,0,0,0,0,0,0.0137303556658395,0.00248138957816377,0,0.00264681555004136,0,0.00033085194375517,0.00281224152191894,0,0,0.000165425971877585,0.000827129859387924,0.0646815550041357,0,0.000165425971877585,0.000165425971877585,0.0514474772539289,0.00397022332506203,0.0105872622001654,0,0,0.00165425971877585,0.000992555831265509,0,0,0.00231596360628619,0.010752688172043,0,0.000496277915632754,0.00380479735318445,0.00446650124069479,0,0,0,0,0.000661703887510339,0,0.000827129859387924,0.000496277915632754,0.000165425971877585,0.00363937138130687,0,0,0,0,0,0,0,0,0.00363937138130687,0,0,0,0.00115798180314309,0,0.00446650124069479,0.000165425971877585,0,0,0,0,0,0.00297766749379653,0,0,0,0,0.0388751033912324,0.00115798180314309,0.00033085194375517,0,0,0.00297766749379653,0,0.00148883374689826,0,0,0,0,0.0054590570719603,0,0.00711331679073615,0.00496277915632754,0.0459884201819686,0.00115798180314309,0,0.0206782464846981,0,0,0,0.000827129859387924,0,0,0.00347394540942928,0,0.0502894954507858,0.000992555831265509,0.0552522746071133,0,0.00694789081885856,0,0.000165425971877585,0.000496277915632754,0.000496277915632754,0,0.0043010752688172,0.00297766749379653,0,0,0.0125723738626964,0.0193548387096774,0,0,0,0.00992555831265509,0.0286186931348222,0,0.032258064516129,0.0471464019851117,0,0.000661703887510339,0,0.000165425971877585,0,0,0.000992555831265509,0.0186931348221671,0,0.10272952853598,0,0,0,0.00115798180314309,0,0.168899917287014,0,0,0,0,0,0,0,0,0,0,0
"7",1050,0,0,0.000179147259046937,0,0.00053744177714081,0.00143317807237549,0,0,0,0.000358294518093873,0.000716589036187746,0.000179147259046937,0.00913651021139377,0,0,0,0.000895736295234683,0,0,0.0155858115370835,0.000358294518093873,0,0.0764958796130419,0.0263346470798997,0.169831601576496,0.0109279828018631,0,0.00627015406664278,0.00143317807237549,0,0.0195270512361161,0,0.00053744177714081,0,0,0,0,0,0,0,0.000358294518093873,0.00752418487997134,0,0.000716589036187746,0,0.00286635614475099,0.00232891436761018,0,0,0.00250806162665711,0.000716589036187746,0.00555356503045503,0.00859906843425296,0,0.00053744177714081,0.00555356503045503,0.00232891436761018,0.00627015406664278,0,0,0.00143317807237549,0,0.000358294518093873,0,0.00519527051236116,0.00125403081332856,0.000179147259046937,0.00286635614475099,0.00358294518093873,0.0304550340379792,0,0,0.00179147259046937,0,0.000716589036187746,0.0019706198495163,0.000179147259046937,0.000895736295234683,0.00627015406664278,0.00376209243998567,0,0,0,0,0,0,0,0.00125403081332856,0.000358294518093873,0.0019706198495163,0,0.000179147259046937,0.000358294518093873,0,0.00214976710856324,0.000179147259046937,0,0.00053744177714081,0,0,0,0.00107488355428162,0,0.00179147259046937,0.000716589036187746,0,0.0324256538874955,0,0.000179147259046937,0,0,0,0,0.00161232533142243,0,0.00053744177714081,0,0,0,0.00698674310283053,0.00214976710856324,0.0290218559656037,0.0496237907560014,0.0111071300609101,0,0.0105696882837693,0,0,0.00107488355428162,0.0729129344321032,0,0.00483697599426729,0.00412038695807954,0.000895736295234683,0.00698674310283053,0,0.011286277319957,0,0.0034037979218918,0,0,0,0,0,0.00286635614475099,0,0,0,0.00179147259046937,0.0105696882837693,0,0.000716589036187746,0,0.22106771766392,0.0279469724113221,0,0.00412038695807954,0.00591185954854891,0,0.000179147259046937,0,0.000179147259046937,0.00644930132568972,0,0,0.00662844858473665,0,0,0,0,0.000358294518093873,0.0034037979218918,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",1056,0,0,0,0,0.000163505559189012,0.00604970568999346,0,0,0,0,0,0.000327011118378025,0.026814911706998,0,0,0,0,0.00147155003270111,0,0,0.00866579463701766,0,0,0,0.218933943754088,0,0,0,0,0.0140614780902551,0,0,0.00899280575539568,0,0,0,0,0,0,0,0.000163505559189012,0.000490516677567037,0.0300850228907783,0,0,0.000327011118378025,0.000327011118378025,0,0,0.0323741007194245,0.00179856115107914,0.0119359058207979,0,0.000490516677567037,0.00179856115107914,0,0.0052321778940484,0.00179856115107914,0,0.0147155003270111,0.00147155003270111,0.000163505559189012,0.000327011118378025,0,0.00343361674296926,0.00179856115107914,0.000817527795945062,0.000981033355134075,0,0.00474166121648136,0.000327011118378025,0,0.000163505559189012,0,0,0.00277959450621321,0.00065402223675605,0.000327011118378025,0,0.0191301504251145,0,0,0,0,0,0,0,0.00228907782864617,0.00114453891432309,0,0.00114453891432309,0.000163505559189012,0.000163505559189012,0.000163505559189012,0.00114453891432309,0,0.00408763897972531,0.00212557226945716,0,0,0,0.00163505559189012,0,0,0,0,0.0497056899934598,0,0.000327011118378025,0,0,0.00114453891432309,0,0.000327011118378025,0.000163505559189012,0.000163505559189012,0,0,0.000163505559189012,0,0.00310660562459124,0,0.0111183780248528,0.000490516677567037,0.00147155003270111,0.000817527795945062,0,0,0,0,0.000981033355134075,0.00163505559189012,0.00997383911052976,0.00670372792674951,0.0109548724656638,0,0.00147155003270111,0,0,0,0.000327011118378025,0,0,0,0.0013080444735121,0,0,0,0,0.0359712230215827,0,0.000163505559189012,0,0,0,0,0,0,0,0,0.397645519947678,0,0,0,0.000490516677567037,0,0,0,0,0,0.000163505559189012,0.0174950948332243,0,0,0,0.00327011118378025,0,0,0,0,0,0,0,0.00376062786134729,0.000490516677567037
"9",1067,0,0,0,0.00272851296043656,0.00034106412005457,0.0080150068212824,0,0,0,0.00153478854024557,0.00136425648021828,0.001193724420191,0.00170532060027285,0,0,0,0,0,0,0.001193724420191,0.000170532060027285,0,0.00187585266030014,0.000682128240109141,0.0407571623465211,0.000170532060027285,0,0.00034106412005457,0.000682128240109141,0,0.00716234652114598,0,0.000170532060027285,0,0,0.000682128240109141,0,0,0,0,0.00255798090040928,0.0441678035470668,0,0.000511596180081855,0,0.00153478854024557,0.00136425648021828,0,0,0.00170532060027285,0,0.0206343792633015,0,0,0.00102319236016371,0.00579809004092769,0.00221691678035471,0.0199522510231924,0,0,0.00545702592087312,0,0,0,0.00170532060027285,0,0.00102319236016371,0.00324010914051842,0.00255798090040928,0.00272851296043656,0.00136425648021828,0,0,0,0.000511596180081855,0,0.00221691678035471,0.000682128240109141,0.00034106412005457,0.0117667121418827,0,0,0,0,0,0,0,0.00238744884038199,0.00034106412005457,0.000511596180081855,0,0.00034106412005457,0.00221691678035471,0,0.00187585266030014,0,0,0,0,0,0,0.000852660300136426,0.000682128240109141,0.00306957708049113,0.000852660300136426,0.00034106412005457,0.0533765347885402,0,0,0.00034106412005457,0,0.00238744884038199,0.00034106412005457,0.00170532060027285,0,0,0,0,0.00204638472032742,0.00733287858117326,0.000682128240109141,0.00477489768076398,0.0666780354706685,0.00102319236016371,0,0.0230218281036835,0,0,0.00494542974079127,0.0453615279672578,0,0.000511596180081855,0.00221691678035471,0.0121077762619372,0.0155184174624829,0,0.0651432469304229,0.000682128240109141,0.00528649386084584,0,0,0.000852660300136426,0.000170532060027285,0,0.00613915416098226,0.001193724420191,0,0,0.0121077762619372,0.0264324693042292,0,0,0,0.014324693042292,0.0102319236016371,0,0.0184174624829468,0.00443383356070941,0,0.000682128240109141,0.00682128240109141,0.000852660300136426,0.001193724420191,0,0,0.00255798090040928,0,0.322305593451569,0,0,0,0.00136425648021828,0,0,0,0,0,0.000170532060027285,0,0.00034106412005457,0.0346180081855389,0,0,0,0
"10",1076,0.0528958821560094,0,0.00184131235353197,0.00184131235353197,0.000669568128557081,0.00853699363910278,0,0,0,0.000669568128557081,0.00385001673920321,0,0.115667894208236,0,0,0,0.00133913625711416,0.00569132909273519,0,0,0.00368262470706394,0,0.00117174422497489,0,0,0,0,0,0,0.0555741546702377,0,0,0.00652828925343154,0.00050217609641781,0,0,0,0,0,0,0.000836960160696351,0.0339805825242718,0,0,0,0.00385001673920321,0.00217609641781051,0,0,0.0462002008704386,0.00284566454636759,0.0162370271175092,0,0,0.00200870438567124,0,0.00217609641781051,0.00803481754268497,0.000669568128557081,0,0.00418480080348175,0,0.00016739203213927,0,0.00200870438567124,0.00920656176765986,0.000669568128557081,0.00033478406427854,0,0.00200870438567124,0.0033478406427854,0,0,0,0,0.00284566454636759,0.00301305657850686,0,0,0.00753264144626716,0,0,0,0,0,0,0,0.021091396049548,0.00117174422497489,0,0.00133913625711416,0.00117174422497489,0,0.00016739203213927,0.0217609641781051,0,0,0,0,0.00133913625711416,0.000669568128557081,0.00251088048208905,0,0,0,0.00117174422497489,0.0831938399732173,0.0033478406427854,0.00016739203213927,0,0,0.00870438567124205,0.00033478406427854,0.014897890860395,0,0,0,0,0.00485436893203883,0.00033478406427854,0.0033478406427854,0.0237696685637764,0.081185135587546,0.00016739203213927,0.000669568128557081,0.0147304988282558,0,0,0,0,0.0016739203213927,0.0219283562102444,0.0691329092735186,0.0313023100100435,0.0326414462671577,0.00652828925343154,0.0200870438567124,0,0,0,0.00401740877134248,0,0,0,0,0,0,0,0.00251088048208905,0,0,0,0,0,0.0160696350853699,0.0256109809173083,0,0,0,0,0.00100435219283562,0.000669568128557081,0,0,0.00836960160696351,0.0154000669568129,0,0,0,0.000669568128557081,0.00150652828925343,0.00770003347840643,0,0.00451958486776029,0,0,0,0,0,0,0,0,0,0,0.0217609641781051
