"","BIOCHEMICAL","logFC","P.Value","adj.P.Val","Comp"
"NUDT5","NUDT5",0.797765267073971,3.1362996480567e-18,8.90039210802888e-17,"group2-group1"
"PDGFB","PDGFB",2.0815924861015,3.36010987558048e-18,9.44384727530938e-17,"group2-group1"
"NARS1","NARS1",0.826802992708179,3.97123766501431e-18,1.10551692331779e-16,"group2-group1"
"RHOC","RHOC",1.71458818933432,4.29975565927479e-18,1.18567790491134e-16,"group2-group1"
"CCL5","CCL5",2.13762586718167,4.40965148639273e-18,1.20461787801177e-16,"group2-group1"
"HARS1","HARS1",0.879990907148355,5.07354843898434e-18,1.37314648955104e-16,"group2-group1"
"PLA2G4A","PLA2G4A",1.07398421042412,6.40364246919255e-18,1.71723366398622e-16,"group2-group1"
"CA13","CA13",1.93520698186056,6.80525882371266e-18,1.80834286742837e-16,"group2-group1"
"PARK7","PARK7",0.856536445292942,7.01040522841592e-18,1.84607337681619e-16,"group2-group1"
"PTRHD1","PTRHD1",0.972055554364936,7.5275877775069e-18,1.96456598871899e-16,"group2-group1"
"VASP","VASP",1.02970685749054,8.76513867273151e-18,2.26730091507913e-16,"group2-group1"
"PEBP1","PEBP1",0.905306581743862,8.99053853047432e-18,2.30520562496284e-16,"group2-group1"
"CRYBB1","CRYBB1",0.800358358168715,1.01298662978096e-17,2.57474775552152e-16,"group2-group1"
"DUT","DUT",1.17342692713569,2.33594590158937e-17,5.88618092271182e-16,"group2-group1"
"GMPR2","GMPR2",1.06733647276915,2.8253639371431e-17,7.05858016091393e-16,"group2-group1"
"MECR","MECR",1.37877861943879,2.89633124545652e-17,7.17455612751645e-16,"group2-group1"
"LYN","LYN",0.945855186204441,3.24459162414807e-17,7.96969858603766e-16,"group2-group1"
"ZFYVE19","ZFYVE19",1.28814726698067,3.54017634040498e-17,8.62327953583646e-16,"group2-group1"
"HHEX","HHEX",0.947079691262686,3.65792012011489e-17,8.83306006432105e-16,"group2-group1"
"FABP5","FABP5",0.835864963805036,3.72627945752923e-17,8.83306006432105e-16,"group2-group1"
"SULT1A1","SULT1A1",1.3855811027618,3.75021001708406e-17,8.83306006432105e-16,"group2-group1"
"DCTD","DCTD",1.22356164151402,3.75835513806819e-17,8.83306006432105e-16,"group2-group1"
"CRADD","CRADD",1.13681109288462,3.77739482736959e-17,8.83306006432105e-16,"group2-group1"
"AKT2","AKT2",1.84835860606662,3.92828892759501e-17,9.11300677409541e-16,"group2-group1"
"KYAT1","KYAT1",1.05101425121229,4.47186865386287e-17,1.02923402167253e-15,"group2-group1"
"PRKAR1A","PRKAR1A",1.55869749685583,5.48260736816124e-17,1.25200479196369e-15,"group2-group1"
"SCAMP3","SCAMP3",0.781262862886921,5.58410643376659e-17,1.26529791518603e-15,"group2-group1"
"PSTPIP2","PSTPIP2",1.73924605148353,5.81822394845159e-17,1.30820527702492e-15,"group2-group1"
"FKBP1B","FKBP1B",2.18833016604666,6.12238648952085e-17,1.36608669533355e-15,"group2-group1"
"ABHD14B","ABHD14B",0.857454480694163,6.40521464723666e-17,1.41836684953581e-15,"group2-group1"
"USP8","USP8",1.05736237764899,6.80517877130633e-17,1.49560432695702e-15,"group2-group1"
"MITD1","MITD1",1.34281231122617,7.51081123939071e-17,1.63836576512978e-15,"group2-group1"
"CD40LG","CD40LG",1.07054457389811,8.28476303571526e-17,1.79380461877005e-15,"group2-group1"
"SCRN1","SCRN1",0.904710742174575,9.59458018983849e-17,2.04827388595135e-15,"group2-group1"
"TOMM20","TOMM20",0.635773812523454,9.60018892833851e-17,2.04827388595135e-15,"group2-group1"
"ERBIN","ERBIN",1.16060701364879,1.00805785446983e-16,2.13518341204009e-15,"group2-group1"
"CDC37","CDC37",0.823917435866586,1.01691469373834e-16,2.13844723006989e-15,"group2-group1"
"ANGPT1","ANGPT1",1.15471882985414,1.12895358571659e-16,2.35709380789256e-15,"group2-group1"
"MPI","MPI",1.03186388755402,1.20905617222053e-16,2.50643346907845e-15,"group2-group1"
"ANXA3","ANXA3",1.0793636974556,1.31775493475082e-16,2.71253357343425e-15,"group2-group1"
"CETN3","CETN3",1.14984933591155,1.39519083648113e-16,2.85184812240164e-15,"group2-group1"
"EGF","EGF",1.24546947293126,1.66275107927129e-16,3.37515375327082e-15,"group2-group1"
"ENO2","ENO2",0.849974631724851,1.87198452849102e-16,3.76993835468642e-15,"group2-group1"
"PLPBP","PLPBP",0.906170269926553,1.88303455280266e-16,3.76993835468642e-15,"group2-group1"
"METAP2","METAP2",1.04437666849082,2.04801925492427e-16,4.05604510231647e-15,"group2-group1"
"HSPB1","HSPB1",1.43912198472968,2.05369372269188e-16,4.05604510231647e-15,"group2-group1"
"MIF","MIF",1.05535045779524,2.2365390913065e-16,4.38751930462342e-15,"group2-group1"
"TPD52L2","TPD52L2",1.98665269714921,2.27989216417611e-16,4.44274986392452e-15,"group2-group1"
"OTUD6B","OTUD6B",0.789153200568458,2.35789997376977e-16,4.56433220088016e-15,"group2-group1"
"RTN4IP1","RTN4IP1",1.27123525128084,2.55225158852478e-16,4.90804696924863e-15,"group2-group1"
"SLC9A3R1","SLC9A3R1",0.965383991042068,2.66421257647778e-16,5.08986494185918e-15,"group2-group1"
"NUDT16","NUDT16",1.26497077308411,2.7582680062138e-16,5.23533596244347e-15,"group2-group1"
"DCTN2","DCTN2",1.25660914816075,3.1451122209529e-16,5.93107291731956e-15,"group2-group1"
"NIT2","NIT2",1.24770621501037,3.85479693005721e-16,7.22280219651105e-15,"group2-group1"
"PF4","PF4",1.32781168987362,4.00571813128939e-16,7.4577796801012e-15,"group2-group1"
"NIT1","NIT1",0.885213383174858,4.10378745483891e-16,7.59200679145198e-15,"group2-group1"
"PDLIM5","PDLIM5",1.01217093613076,4.58941646995473e-16,8.43702159853942e-15,"group2-group1"
"TBCC","TBCC",0.988808016647412,5.42334012530677e-16,9.90776449141981e-15,"group2-group1"
"STK4","STK4",0.944826073307108,5.80298923877828e-16,1.05354891583534e-14,"group2-group1"
"DXO","DXO",0.778450257074804,6.43388880954409e-16,1.16088006112947e-14,"group2-group1"
"HPCAL1","HPCAL1",1.01975755474141,6.73924689331614e-16,1.20851648277074e-14,"group2-group1"
"UFD1","UFD1",2.16340884284561,7.3185336888219e-16,1.30439475441624e-14,"group2-group1"
"SERPINH1","SERPINH1",1.76608553498811,8.23539114472451e-16,1.45891201915332e-14,"group2-group1"
"WASF3","WASF3",2.35967842638197,8.33197388086703e-16,1.46713009962496e-14,"group2-group1"
"SERPINB9","SERPINB9",0.533325247819727,8.49542695870869e-16,1.48695407187458e-14,"group2-group1"
"PPP1R2","PPP1R2",0.828379613594112,8.88160674713928e-16,1.54529384058858e-14,"group2-group1"
"LATS1","LATS1",1.36795209295191,1.01623978628124e-15,1.74484520875903e-14,"group2-group1"
"CHMP1A","CHMP1A",1.11815684619989,1.01945305085786e-15,1.74484520875903e-14,"group2-group1"
"TYMP","TYMP",1.02880537123299,1.02076130926375e-15,1.74484520875903e-14,"group2-group1"
"AP3B1","AP3B1",0.95049187154717,1.3192778863182e-15,2.24200538471402e-14,"group2-group1"
"SARG","SARG",1.29934530405501,1.350005918102e-15,2.26859393785884e-14,"group2-group1"
"RAD23B","RAD23B",0.850198667148019,1.35044592948149e-15,2.26859393785884e-14,"group2-group1"
"DAG1","DAG1",0.468381330123037,1.37653356343209e-15,2.29920434623543e-14,"group2-group1"
"CMC1","CMC1",0.748192055063061,1.55019982095595e-15,2.57456481628083e-14,"group2-group1"
"TRIAP1","TRIAP1",0.816201022557143,1.63409657213662e-15,2.68305422258252e-14,"group2-group1"
"BDNF","BDNF",2.04519276994718,1.63887593794445e-15,2.68305422258252e-14,"group2-group1"
"VASH1","VASH1",1.18738441797277,1.64306091632662e-15,2.68305422258252e-14,"group2-group1"
"EHD3","EHD3",1.52669169309556,1.70813838245757e-15,2.77382693995749e-14,"group2-group1"
"SNX9","SNX9",0.676786072077429,1.7213438065798e-15,2.77982759482472e-14,"group2-group1"
"NUDC","NUDC",0.76102231038417,1.80837839772194e-15,2.90433519590177e-14,"group2-group1"
"COX5B","COX5B",1.01495859138677,2.09111769413682e-15,3.34007487429614e-14,"group2-group1"
"FHIT","FHIT",1.15524311538006,2.63396723605687e-15,4.18428599510556e-14,"group2-group1"
"PDE5A","PDE5A",0.808535435195479,2.67948114045988e-15,4.23358020192661e-14,"group2-group1"
"NUMB","NUMB",0.980829518406664,2.73717159047937e-15,4.30147987041462e-14,"group2-group1"
"SERPINE1","SERPINE1",1.43873322185028,2.9696157617904e-15,4.64181116134403e-14,"group2-group1"
"CRYZL1","CRYZL1",1.04415175902573,3.31398425039325e-15,5.15254040632951e-14,"group2-group1"
"PDIA4","PDIA4",0.690037899772261,3.63423821412295e-15,5.62057052903776e-14,"group2-group1"
"SAMD9L","SAMD9L",0.808436566430275,3.67481197610247e-15,5.6534081084987e-14,"group2-group1"
"YWHAQ","YWHAQ",0.796751999631156,3.69971442652827e-15,5.66191898887022e-14,"group2-group1"
"NDUFB7","NDUFB7",0.755562915825223,4.21720504024317e-15,6.42025538157853e-14,"group2-group1"
"DNAJC6","DNAJC6",1.16066835438629,4.36142730664144e-15,6.60541555301188e-14,"group2-group1"
"NUB1","NUB1",0.816987916259874,4.5466935781228e-15,6.85050790147059e-14,"group2-group1"
"GADD45GIP1","GADD45GIP1",0.728472583972889,6.13934910440538e-15,9.20272688829585e-14,"group2-group1"
"SUGT1","SUGT1",0.948778438666209,6.36007630614209e-15,9.48495053206803e-14,"group2-group1"
"GLRX5","GLRX5",1.02573740433501,7.42805954649936e-15,1.10214304844759e-13,"group2-group1"
"STIP1","STIP1",0.794886561312018,7.60914591561176e-15,1.11909572101631e-13,"group2-group1"
"PDCD5","PDCD5",0.802620537477602,7.61888636613908e-15,1.11909572101631e-13,"group2-group1"
"IPCEF1","IPCEF1",1.07035841870746,7.68751723237736e-15,1.12353064351195e-13,"group2-group1"
"TMEM106A","TMEM106A",1.05316377626687,8.02635758203651e-15,1.16721608021357e-13,"group2-group1"
"DOK1","DOK1",1.19767898086942,8.80514120290476e-15,1.27413008594508e-13,"group2-group1"
"PLCB2","PLCB2",1.46338596748398,9.96809343933965e-15,1.43530724744777e-13,"group2-group1"
"DTYMK","DTYMK",1.01435709829303,1.05221188379376e-14,1.50765457663194e-13,"group2-group1"
"OTUD7B","OTUD7B",0.672560959239024,1.08302642741663e-14,1.54310035692336e-13,"group2-group1"
"NSFL1C","NSFL1C",0.965874574342082,1.08750829122891e-14,1.54310035692336e-13,"group2-group1"
"DAAM1","DAAM1",0.943832326562186,1.09873198482482e-14,1.5514944887164e-13,"group2-group1"
"CCN2","CCN2",0.614520610574944,1.17986505464531e-14,1.65805074746549e-13,"group2-group1"
"UBXN1","UBXN1",0.839476900484866,1.2020726193816e-14,1.68117620404421e-13,"group2-group1"
"GMFG","GMFG",0.909347565886199,1.35824796920398e-14,1.89055181618249e-13,"group2-group1"
"AXIN1","AXIN1",0.76182104049293,1.48393821815638e-14,2.05571156951237e-13,"group2-group1"
"SPARC","SPARC",1.00404816150353,1.59723378177118e-14,2.20222374722507e-13,"group2-group1"
"YTHDF3","YTHDF3",1.30049789971603,1.61172216767089e-14,2.21176708737184e-13,"group2-group1"
"GGCT","GGCT",0.756529984784495,1.76224334281754e-14,2.40702677152134e-13,"group2-group1"
"RGS10","RGS10",1.02651170391462,1.9244339829479e-14,2.61625839359866e-13,"group2-group1"
"SYAP1","SYAP1",0.677652503749112,1.93332813211533e-14,2.61625839359866e-13,"group2-group1"
"BRAP","BRAP",0.84882547397612,2.03897693514242e-14,2.74651132784391e-13,"group2-group1"
"TIA1","TIA1",1.33501551539195,2.19491164712482e-14,2.94299391951644e-13,"group2-group1"
"L3HYPDH","L3HYPDH",1.00299037817613,2.35279156042981e-14,3.14027841604399e-13,"group2-group1"
"METAP1D","METAP1D",1.11409741866468,2.3680474991457e-14,3.14627401818312e-13,"group2-group1"
"F11R","F11R",0.459374010519693,2.72883607059233e-14,3.5931575624235e-13,"group2-group1"
"IL7","IL7",0.873296654096455,2.72898042715709e-14,3.5931575624235e-13,"group2-group1"
"VPS53","VPS53",0.464262326274753,2.80954271273897e-14,3.68264275754978e-13,"group2-group1"
"IGBP1","IGBP1",1.04103071809,2.94985866150326e-14,3.84930217302412e-13,"group2-group1"
"HNRNPK","HNRNPK",1.20343764271164,3.16535400482531e-14,4.11214655826862e-13,"group2-group1"
"EIF4B","EIF4B",1.11280143747996,3.29076329393147e-14,4.25615093281491e-13,"group2-group1"
"QDPR","QDPR",0.693942327349249,3.44422256579898e-14,4.43500553296495e-13,"group2-group1"
"PLXNA4","PLXNA4",0.588130525129012,3.80054527452041e-14,4.87236571816806e-13,"group2-group1"
"PDAP1","PDAP1",1.42205759140163,3.96804835348171e-14,5.06489316036115e-13,"group2-group1"
"SPART","SPART",0.702492054247565,4.08155072717537e-14,5.18711859805809e-13,"group2-group1"
"SEC31A","SEC31A",0.840293841045178,4.21011866714626e-14,5.32734929180456e-13,"group2-group1"
"USO1","USO1",1.55928738935559,4.65212732677924e-14,5.86127938628264e-13,"group2-group1"
"SOD1","SOD1",0.710539483593178,5.20128488351878e-14,6.52504537104094e-13,"group2-group1"
"MTSS1","MTSS1",1.23570413722196,5.55749605005238e-14,6.9421200659415e-13,"group2-group1"
"HBEGF","HBEGF",0.689516098779068,6.13303597391984e-14,7.62845283053945e-13,"group2-group1"
"GPI","GPI",0.793757694224386,6.21144590749262e-14,7.6932442320343e-13,"group2-group1"
"CC2D1A","CC2D1A",0.753304975733967,7.03322633008036e-14,8.67431247376578e-13,"group2-group1"
"NUDT2","NUDT2",0.974490622087571,8.43109691881132e-14,1.03546623082712e-12,"group2-group1"
"CNPY4","CNPY4",0.736300188300943,9.36680549639265e-14,1.14557206970526e-12,"group2-group1"
"SIAE","SIAE",0.436875026811723,9.56177512156825e-14,1.16454452834767e-12,"group2-group1"
"SF3B4","SF3B4",1.14395542351391,1.04457489515373e-13,1.26692631474455e-12,"group2-group1"
"SUSD1","SUSD1",0.726146286912135,1.11130314484554e-13,1.34228888115021e-12,"group2-group1"
"SERPINE2","SERPINE2",0.66131083533743,1.21305738404492e-13,1.45916326484086e-12,"group2-group1"
"TNFAIP8L2","TNFAIP8L2",0.872728478042767,1.22609680216613e-13,1.46880366915229e-12,"group2-group1"
"LAT2","LAT2",0.812042466090303,1.26494315480409e-13,1.50915462918055e-12,"group2-group1"
"PPP2R5A","PPP2R5A",1.50689624170879,1.36345485941605e-13,1.62007258295655e-12,"group2-group1"
"TXLNA","TXLNA",0.760887101783985,1.39845799553184e-13,1.65493632426703e-12,"group2-group1"
"HSBP1","HSBP1",1.04208085502601,1.57473725511943e-13,1.85603104706214e-12,"group2-group1"
"CHMP6","CHMP6",0.568385537668297,1.59189605948805e-13,1.86871975176046e-12,"group2-group1"
"SPRY2","SPRY2",1.22740285735076,1.66186596408952e-13,1.94305368521347e-12,"group2-group1"
"TARS1","TARS1",0.542815554176107,1.67058203763023e-13,1.94546266772636e-12,"group2-group1"
"ACYP1","ACYP1",0.852756008728721,1.72680240388783e-13,2.00295374070005e-12,"group2-group1"
"DARS1","DARS1",0.824445233858834,1.99868775099471e-13,2.30915584828362e-12,"group2-group1"
"NFE2","NFE2",0.68980115461623,2.04369516604885e-13,2.35185864974834e-12,"group2-group1"
"SDC4","SDC4",1.00436625651595,2.19117958875975e-13,2.51169330899794e-12,"group2-group1"
"GYS1","GYS1",0.921891062333146,2.29052035424293e-13,2.61530898259847e-12,"group2-group1"
"ABL1","ABL1",0.702220814661747,2.35952751551971e-13,2.6836182598693e-12,"group2-group1"
"PRDX3","PRDX3",1.02546009971106,2.55713029692589e-13,2.89708986740867e-12,"group2-group1"
"SHMT1","SHMT1",1.38641685234575,2.77604974676899e-13,3.13297042849644e-12,"group2-group1"
"PGD","PGD",0.685365258757119,2.82449649158578e-13,3.17538586342509e-12,"group2-group1"
"TMSB10","TMSB10",0.828269815215329,2.94721825286987e-13,3.30065860273511e-12,"group2-group1"
"GMPR","GMPR",0.765384281331732,3.16467130749462e-13,3.53066192053694e-12,"group2-group1"
"DNM1","DNM1",1.49317674912432,3.23468100304977e-13,3.59504660529067e-12,"group2-group1"
"GRHPR","GRHPR",0.973830059893351,3.27071727978681e-13,3.62132826091547e-12,"group2-group1"
"ARHGAP1","ARHGAP1",0.663352741815491,3.52367363914399e-13,3.88667850838411e-12,"group2-group1"
"DFFA","DFFA",0.70016912321137,4.04909696925007e-13,4.44944001545788e-12,"group2-group1"
"MAP2K6","MAP2K6",0.866670334688249,4.14001253203861e-13,4.53230585436286e-12,"group2-group1"
"DRG2","DRG2",0.567398637795147,4.37564087812276e-13,4.77238742043016e-12,"group2-group1"
"GGACT","GGACT",0.734732665005398,4.5068569359445e-13,4.89722781552631e-12,"group2-group1"
"CORO1A","CORO1A",1.22343739429325,4.62098296955256e-13,5.00264193333412e-12,"group2-group1"
"FXYD5","FXYD5",0.807461696829613,4.75450112796036e-13,5.12819439004729e-12,"group2-group1"
"FIS1","FIS1",1.00191158708675,4.84946170840352e-13,5.21138844619981e-12,"group2-group1"
"FLI1","FLI1",0.988681960908637,5.18784477747729e-13,5.55460449984107e-12,"group2-group1"
"PRTFDC1","PRTFDC1",1.76630254816834,5.26193849694211e-13,5.61337453524153e-12,"group2-group1"
"UROD","UROD",0.828168565419258,5.65660955546355e-13,6.01246172022543e-12,"group2-group1"
