"BIOCHEMICAL" "logFC" "P.Value" "adj.P.Val" "Comp" "sign"
"MIF" "MIF" 2.28706666666667 5.86140342111857e-11 3.10654381319284e-09 "group2-group1" "up in at-risk"
"SPINT2" "SPINT2" 1.62776666666667 1.51101235960922e-10 4.00418275296445e-09 "group2-group1" "up in at-risk"
"CDC26" "CDC26" 2.12538 5.59000403511203e-10 8.95364555048577e-09 "group2-group1" "up in at-risk"
"CDKN1A" "CDKN1A" 2.81314 6.75746833998926e-10 8.95364555048577e-09 "group2-group1" "up in at-risk"
"BCL2L1" "BCL2L1" 2.81546666666667 1.00811160410629e-09 1.06859830035267e-08 "group2-group1" "up in at-risk"
"BCL2L11" "BCL2L11" 1.59939333333333 2.78843880933837e-09 2.25768096429108e-08 "group2-group1" "up in at-risk"
"PEBP1" "PEBP1" 2.02277333333333 2.98184278302596e-09 2.25768096429108e-08 "group2-group1" "up in at-risk"
"CDKN2D" "CDKN2D" 3.01575333333333 7.15984670437702e-09 4.74339844164978e-08 "group2-group1" "up in at-risk"
"PGD" "PGD" 1.63731333333333 1.29432947319216e-08 7.62216245324273e-08 "group2-group1" "up in at-risk"
"HSPB1" "HSPB1" 2.24008666666667 2.10011238190172e-08 1.11305956240791e-07 "group2-group1" "up in at-risk"
"HSPA1A" "HSPA1A" 1.62434 6.03653912031545e-08 2.90851430342472e-07 "group2-group1" "up in at-risk"
"MAP2K6" "MAP2K6" 2.01418666666667 8.1234944601094e-08 3.58787671988165e-07 "group2-group1" "up in at-risk"
"MAP2K1" "MAP2K1" 1.80818 2.34609140218496e-07 9.5648341781387e-07 "group2-group1" "up in at-risk"
"PDGFB" "PDGFB" 3.19698666666667 2.91448545501224e-07 1.10334092225464e-06 "group2-group1" "up in at-risk"
"TNFSF13" "TNFSF13" 0.860446666666666 4.30803133353594e-07 1.5221710711827e-06 "group2-group1" "up in at-risk"
"TXN" "TXN" 1.28663333333333 7.51145092807618e-07 2.48816811992524e-06 "group2-group1" "up in at-risk"
"MINK1" "MINK1" 2.75594666666667 1.88467779656285e-06 5.87576018928418e-06 "group2-group1" "up in at-risk"
"FIS1" "FIS1" 2.08048666666667 2.08738943582287e-06 6.14620222770066e-06 "group2-group1" "up in at-risk"
