"","BIOCHEMICAL","logFC","P.Value","adj.P.Val","Comp","Gene_name"
"P23528","P23528",24.5497323034304,1.3491238675668e-29,5.81236454099397e-27,"CSpermidine-CControl","CFL1"
"P35232","P35232",22.3896082857936,1.35892083067772e-29,5.81236454099397e-27,"CSpermidine-CControl","PHB"
"Q15149","Q15149",24.7663248706397,1.59775710370537e-29,5.81236454099397e-27,"CSpermidine-CControl","PLEC"
"P62937","P62937",25.030886854742,1.95604683616865e-29,5.81236454099397e-27,"CSpermidine-CControl","PPIA"
"P07737","P07737",24.1080706895074,2.60606276344863e-29,5.81236454099397e-27,"CSpermidine-CControl","PFN1"
"P07900","P07900",24.7276280700716,2.6300832154791e-29,5.81236454099397e-27,"CSpermidine-CControl","HSP90AA1"
"P11021","P11021",25.5981540253938,2.71269345827428e-29,5.81236454099397e-27,"CSpermidine-CControl","HSPA5"
"P51149","P51149",22.3364909675033,2.89235622336655e-29,5.81236454099397e-27,"CSpermidine-CControl","RAB7A"
"P40227","P40227",22.8950956770464,3.48643730635219e-29,5.81236454099397e-27,"CSpermidine-CControl","CCT6A"
"Q15907","Q15907",22.3342235033797,3.7101945785058e-29,5.81236454099397e-27,"CSpermidine-CControl","RAB11B"
"P48643","P48643",22.5360048258068,3.7293436757759e-29,5.81236454099397e-27,"CSpermidine-CControl","CCT5"
"Q9UBW5","Q9UBW5",22.7190575895249,3.83281350197696e-29,5.81236454099397e-27,"CSpermidine-CControl","BIN2"
"P04406","P04406",25.7251262228476,4.05415294938033e-29,5.81236454099397e-27,"CSpermidine-CControl","GAPDH"
"P11142","P11142",25.6309721084345,4.22072255155665e-29,5.81236454099397e-27,"CSpermidine-CControl","HSPA8"
"Q01518","Q01518",24.317696919272,4.46922578675274e-29,5.81236454099397e-27,"CSpermidine-CControl","CAP1"
"P50990","P50990",23.1927413963516,5.21352746903169e-29,5.81236454099397e-27,"CSpermidine-CControl","CCT8"
"P51148","P51148",20.7620884221321,5.22534526567958e-29,5.81236454099397e-27,"CSpermidine-CControl","RAB5C"
"P07237","P07237",24.5689834473022,5.80495774882224e-29,5.81236454099397e-27,"CSpermidine-CControl","P4HB"
"P27824","P27824",23.2778779009981,6.01188717679544e-29,5.81236454099397e-27,"CSpermidine-CControl","CANX"
"P10644","P10644",21.7554704270551,6.21825305821797e-29,5.81236454099397e-27,"CSpermidine-CControl","PRKAR1A"
"P60842","P60842",22.4573652866524,6.22458286950692e-29,5.81236454099397e-27,"CSpermidine-CControl","EIF4A1"
"Q9BS26","Q9BS26",21.9039635631004,6.22549510909416e-29,5.81236454099397e-27,"CSpermidine-CControl","ERP44"
"Q15084","Q15084",22.528567233115,6.47506578108792e-29,5.81236454099397e-27,"CSpermidine-CControl","PDIA6"
"P00367","P00367",22.0370624154226,6.47841122036427e-29,5.81236454099397e-27,"CSpermidine-CControl","GLUD1"
"P25705","P25705",24.6866018067683,7.01415510829392e-29,5.81236454099397e-27,"CSpermidine-CControl","ATP5F1A"
"P04843","P04843",22.2567713685977,7.58607746881766e-29,5.81236454099397e-27,"CSpermidine-CControl","RPN1"
"P04439","P04439",22.5014464775922,7.74773399862858e-29,5.81236454099397e-27,"CSpermidine-CControl","HLA-A"
"P05164","P05164",23.8911626593566,8.15295631886453e-29,5.81236454099397e-27,"CSpermidine-CControl","MPO"
"P14625","P14625",24.892082305372,8.15329958352396e-29,5.81236454099397e-27,"CSpermidine-CControl","HSP90B1"
"Q9BSJ8","Q9BSJ8",21.8483483193137,8.15644811876981e-29,5.81236454099397e-27,"CSpermidine-CControl","ESYT1"
"P59998","P59998",21.8460056547961,8.57498487003493e-29,5.81236454099397e-27,"CSpermidine-CControl","ARPC4"
"Q9NRW1","Q9NRW1",21.2463056511167,9.15467292885994e-29,5.81236454099397e-27,"CSpermidine-CControl","RAB6B"
"P16152","P16152",20.714915185562,9.18214952820982e-29,5.81236454099397e-27,"CSpermidine-CControl","CBR1"
"P38606","P38606",22.5615801526468,9.19724107500877e-29,5.81236454099397e-27,"CSpermidine-CControl","ATP6V1A"
"P10809","P10809",24.8695089128339,9.31468676441342e-29,5.81236454099397e-27,"CSpermidine-CControl","HSPD1"
"Q15365","Q15365",22.7841086065526,1.01576178062278e-28,6.07414075899207e-27,"CSpermidine-CControl","PCBP1"
"P49257","P49257",20.428222135818,1.04769360634969e-28,6.07414075899207e-27,"CSpermidine-CControl","LMAN1"
"P00558","P00558",25.0738728550665,1.05685599286492e-28,6.07414075899207e-27,"CSpermidine-CControl","PGK1"
